Station ID,year,n_rain,R5mm,R10mm,R20mm,SDII,PRCPTOT,CDD,CWD,Rx1day,Rx5day,R95pTOT,R99pTOT,n_maxdy,n_mindy,FD,TR,SU,ID,TNn,TNx,TXn,TXx,DTR,TN10p,TN90p,TX10p,TX90p,WSDI,CSDI,GSL,Latitude,Longitude,Direction
CLONES,1968,366,56.0,23.0,8.0,6.14,914.9,35.2,61.8,297.2,167.8,33.0,12.0,366.0,366.0,61.0,0.0,0.0,0.0,-6.6,14.4,1.8,24.8,7.417,13.124,8.093,6.736,12.615,0.0,0.0,336.0,54.2,-7.2,north-east
CLONES,1969,365,59.0,25.0,3.0,5.859,808.6,24.1,48.9,118.2,24.1,14.0,7.0,365.0,365.0,66.0,0.0,1.0,1.0,-7.5,16.6,-2.3,26.3,7.162,13.755,10.354,12.376,9.117,0.0,6.0,338.0,54.2,-7.2,north-east
CLONES,1970,365,67.0,21.0,1.0,5.555,977.6,63.9,74.8,150.6,63.9,10.0,13.0,365.0,365.0,55.0,0.0,3.0,0.0,-8.6,15.5,0.5,26.3,6.862,9.872,11.072,10.449,9.872,0.0,0.0,337.0,54.2,-7.2,north-east
CLONES,1971,365,49.0,8.0,2.0,4.968,645.9,31.7,52.5,94.7,59.3,19.0,11.0,365.0,365.0,41.0,0.0,0.0,0.0,-5.0,15.3,2.9,24.4,7.164,9.778,12.697,6.424,13.34,0.0,0.0,326.0,54.2,-7.2,north-east
CLONES,1972,366,62.0,25.0,1.0,5.753,851.5,28.1,53.3,147.4,28.1,23.0,14.0,366.0,366.0,38.0,0.0,2.0,0.0,-8.0,14.6,0.5,25.8,7.132,10.204,5.022,13.002,6.736,6.0,0.0,250.0,54.2,-7.2,north-east
CLONES,1973,365,59.0,19.0,1.0,5.228,784.2,34.4,47.9,120.5,34.4,17.0,8.0,365.0,365.0,45.0,0.0,2.0,1.0,-9.0,15.7,-0.6,25.9,6.856,10.931,12.839,11.091,8.767,0.0,0.0,352.0,54.2,-7.2,north-east
CLONES,1974,365,68.0,27.0,1.0,5.262,915.6,25.3,53.2,56.5,25.3,20.0,12.0,365.0,365.0,26.0,0.0,0.0,0.0,-4.0,14.1,3.1,23.3,7.072,10.628,7.038,11.554,9.249,7.0,0.0,318.0,54.2,-7.2,north-east
CLONES,1975,365,36.0,12.0,1.0,4.445,617.9,25.6,42.9,41.9,25.6,19.0,11.0,365.0,365.0,38.0,0.0,3.0,0.0,-3.5,17.2,3.5,27.5,7.549,11.422,13.047,6.519,14.53,8.0,0.0,341.0,54.2,-7.2,north-east
CLONES,1976,366,60.0,20.0,3.0,5.516,816.4,26.7,56.9,178.4,26.7,19.0,11.0,366.0,366.0,45.0,0.0,12.0,1.0,-4.9,16.4,-1.2,28.1,7.113,9.111,13.737,9.111,14.151,23.0,0.0,355.0,54.2,-7.2,north-east
CLONES,1977,365,54.0,23.0,2.0,5.516,844.0,29.5,58.2,134.8,29.5,22.0,13.0,365.0,365.0,37.0,0.0,3.0,2.0,-6.6,15.6,-1.6,26.8,7.066,12.556,8.21,8.077,10.543,7.0,0.0,268.0,54.2,-7.2,north-east
CLONES,1978,365,59.0,20.0,3.0,5.455,851.0,31.5,58.4,174.5,31.5,20.0,7.0,365.0,365.0,44.0,0.0,0.0,1.0,-6.1,14.5,-1.6,23.8,6.488,6.415,11.904,12.357,12.215,7.0,0.0,296.0,54.2,-7.2,north-east
CLONES,1979,365,57.0,23.0,4.0,5.003,880.5,25.9,46.6,128.3,25.9,12.0,7.0,365.0,365.0,74.0,0.0,0.0,3.0,-11.2,16.2,-0.8,23.9,6.99,13.67,6.604,13.727,6.897,0.0,0.0,247.0,54.2,-7.2,north-east
CLONES,1980,366,79.0,16.0,1.0,5.4,923.4,25.3,60.4,75.4,25.3,16.0,11.0,366.0,366.0,43.0,0.0,0.0,0.0,-7.3,14.7,1.4,22.7,6.842,8.159,13.821,9.365,9.224,0.0,0.0,292.0,54.2,-7.2,north-east
CLONES,1981,365,72.0,21.0,1.0,5.765,928.2,24.2,54.8,161.2,24.2,13.0,10.0,365.0,365.0,35.0,0.0,0.0,3.0,-9.6,16.0,-1.9,23.4,6.812,9.636,11.29,14.53,13.444,0.0,7.0,322.0,54.2,-7.2,north-east
CLONES,1982,365,67.0,27.0,1.0,5.665,951.8,27.3,49.1,126.6,27.3,26.0,16.0,365.0,365.0,45.0,0.0,2.0,4.0,-12.4,15.5,-1.1,25.5,7.434,7.463,12.801,7.284,12.055,0.0,0.0,326.0,54.2,-7.2,north-east
CLONES,1983,365,68.0,18.0,1.0,5.438,832.0,31.9,41.1,49.3,31.9,19.0,12.0,365.0,365.0,38.0,0.0,13.0,0.0,-4.0,16.6,2.5,30.5,7.013,5.687,19.103,6.226,19.065,10.0,0.0,337.0,54.2,-7.2,north-east
CLONES,1984,366,69.0,22.0,3.0,5.75,937.2,34.0,66.6,191.2,66.0,15.0,12.0,366.0,366.0,49.0,0.0,2.0,0.0,-10.0,15.7,1.7,25.9,7.709,11.673,10.929,6.586,15.875,15.0,0.0,254.0,54.2,-7.2,north-east
CLONES,1985,365,72.0,20.0,2.0,5.416,888.3,22.1,47.9,109.5,0.0,24.0,11.0,365.0,365.0,72.0,0.0,0.0,2.0,-8.4,15.5,-0.5,23.3,6.962,12.556,10.213,16.665,10.912,7.0,0.0,330.0,54.2,-7.2,north-east
CLONES,1986,365,68.0,25.0,4.0,5.792,984.7,31.5,59.9,221.3,55.7,34.0,13.0,365.0,365.0,60.0,0.0,1.0,0.0,-7.3,15.8,1.3,25.5,6.949,15.191,8.427,16.703,6.528,0.0,12.0,286.0,54.2,-7.2,north-east
CLONES,1987,365,47.0,20.0,7.0,5.84,823.4,43.8,83.0,295.5,104.9,16.0,7.0,365.0,365.0,53.0,0.0,0.0,3.0,-8.0,16.9,-3.8,24.4,7.015,14.001,10.572,12.546,10.487,12.0,0.0,247.0,54.2,-7.2,north-east
CLONES,1988,366,80.0,30.0,5.0,6.344,1091.2,29.4,52.8,279.3,58.3,14.0,13.0,366.0,366.0,34.0,0.0,0.0,0.0,-5.4,15.3,1.7,24.2,6.963,4.645,10.627,6.718,11.654,0.0,0.0,259.0,54.2,-7.2,north-east
CLONES,1989,365,62.0,18.0,2.0,5.173,853.5,31.1,50.2,146.1,31.1,20.0,13.0,365.0,365.0,42.0,0.0,13.0,0.0,-4.4,17.7,0.7,29.3,7.334,9.92,15.635,6.802,16.797,7.0,0.0,305.0,54.2,-7.2,north-east
CLONES,1990,365,83.0,35.0,2.0,6.059,1090.7,22.8,66.1,212.1,0.0,12.0,11.0,365.0,365.0,26.0,0.0,3.0,0.0,-5.4,17.0,1.3,26.2,7.067,6.216,16.741,5.725,17.147,13.0,0.0,340.0,54.2,-7.2,north-east
CLONES,1991,365,58.0,23.0,4.0,5.601,817.7,23.9,73.7,181.0,23.9,21.0,19.0,365.0,365.0,35.0,0.0,4.0,0.0,-5.0,15.9,0.6,25.6,6.707,6.027,14.521,6.849,12.877,11.0,0.0,277.0,54.2,-7.2,north-east
CLONES,1992,366,76.0,20.0,3.0,5.479,975.3,36.4,59.0,196.2,36.4,19.0,18.0,366.0,366.0,25.0,0.0,0.0,0.0,-6.2,15.0,1.2,24.6,6.641,8.47,14.481,9.016,11.202,7.0,0.0,320.0,54.2,-7.2,north-east
CLONES,1993,365,73.0,34.0,3.0,6.354,1010.3,38.1,76.7,213.5,63.9,28.0,18.0,365.0,365.0,29.0,0.0,0.0,0.0,-4.0,14.2,0.6,23.3,6.352,9.315,14.795,12.329,6.575,0.0,6.0,353.0,54.2,-7.2,north-east
CLONES,1994,365,74.0,24.0,1.0,5.727,990.8,35.9,54.0,158.8,35.9,12.0,11.0,365.0,365.0,20.0,0.0,0.0,0.0,-5.4,15.4,0.2,23.2,6.495,4.11,11.781,9.315,8.493,0.0,0.0,351.0,54.2,-7.2,north-east
CLONES,1995,365,58.0,26.0,6.0,6.058,932.9,35.9,104.2,326.8,114.4,16.0,10.0,365.0,365.0,35.0,0.0,18.0,2.0,-11.0,16.8,-5.7,29.3,7.26,5.479,21.37,5.753,23.014,27.0,0.0,348.0,54.2,-7.2,north-east
CLONES,1996,366,61.0,22.0,4.0,6.013,901.9,74.6,78.7,242.0,114.1,22.0,14.0,366.0,366.0,53.0,0.0,3.0,0.0,-4.6,16.4,0.3,25.6,6.89,8.47,13.388,6.831,10.383,0.0,0.0,354.0,54.2,-7.2,north-east
CLONES,1997,365,65.0,22.0,3.0,5.677,857.3,23.5,54.4,191.5,0.0,18.0,9.0,365.0,365.0,26.0,0.0,1.0,0.0,-5.0,18.0,1.1,25.9,6.767,4.658,23.288,4.932,21.37,18.0,0.0,349.0,54.2,-7.2,north-east
CLONES,1998,365,100.0,27.0,4.0,6.088,1156.8,22.3,64.0,258.7,0.0,16.0,12.0,360.0,360.0,27.0,0.0,1.0,0.0,-3.7,15.4,1.7,25.1,6.696,6.111,19.722,5.0,15.278,16.0,0.0,352.0,54.2,-7.2,north-east
CLONES,1999,365,71.0,31.0,9.0,6.1,1104.1,33.1,63.4,286.5,87.5,11.0,12.0,365.0,365.0,28.0,0.0,3.0,0.0,-6.7,17.1,1.4,27.0,6.876,6.849,18.356,4.384,12.055,0.0,0.0,333.0,54.2,-7.2,north-east
CLONES,2000,366,73.0,18.0,1.0,5.492,933.7,22.4,44.4,155.9,0.0,15.0,6.0,366.0,366.0,26.0,0.0,2.0,3.0,-9.3,15.3,-3.1,25.5,7.19,6.831,12.842,6.831,12.022,0.0,0.0,357.0,54.2,-7.2,north-east
CLONES,2001,365,50.0,10.0,1.0,4.519,695.9,20.8,38.6,38.5,0.0,14.0,7.0,365.0,365.0,53.0,0.0,1.0,0.0,-5.4,16.6,0.4,25.4,7.236,9.589,15.342,6.301,12.603,6.0,0.0,284.0,54.2,-7.2,north-east
CLONES,2002,365,80.0,27.0,4.0,6.008,1075.4,37.7,80.2,184.6,97.8,19.0,12.0,365.0,365.0,21.0,0.0,1.0,0.0,-5.7,15.1,1.0,25.6,6.872,6.575,16.712,3.836,14.795,0.0,0.0,325.0,54.2,-7.2,north-east
CLONES,2003,365,59.0,19.0,2.0,5.736,808.8,50.3,63.8,183.3,77.2,15.0,9.0,365.0,365.0,43.0,0.0,4.0,1.0,-6.0,16.8,-0.9,28.3,7.506,7.123,17.26,3.562,16.712,6.0,0.0,312.0,54.2,-7.2,north-east
CLONES,2004,366,56.0,22.0,3.0,4.937,819.5,24.9,58.1,133.1,24.9,20.0,12.0,366.0,366.0,35.0,0.0,0.0,0.0,-4.6,15.9,2.6,23.9,6.92,6.557,18.579,4.918,13.661,0.0,0.0,358.0,54.2,-7.2,north-east
CLONES,2005,365,59.0,18.0,3.0,5.365,820.8,30.0,48.6,110.1,57.6,12.0,8.0,365.0,365.0,23.0,0.0,3.0,0.0,-4.6,16.9,3.1,28.6,6.735,4.658,20.274,3.562,17.26,6.0,0.0,335.0,54.2,-7.2,north-east
CLONES,2006,365,78.0,27.0,4.0,6.195,1022.1,33.4,48.1,235.1,85.3,17.0,15.0,365.0,365.0,33.0,0.0,11.0,0.0,-6.6,18.7,0.9,28.9,7.109,4.932,18.904,3.562,19.726,9.0,0.0,333.0,54.2,-7.2,north-east
CLONES,2007,365,63.0,26.0,1.0,5.307,880.9,20.3,50.7,133.8,0.0,22.0,13.0,365.0,365.0,26.0,0.0,1.0,0.0,-6.5,14.8,1.3,25.9,7.231,4.932,19.726,3.562,18.082,6.0,0.0,349.0,54.2,-7.2,north-east
CORK AIRPORT,1962,365,61.0,31.0,11.0,7.647,1009.4,39.2,79.2,255.7,39.2,19.0,9.0,365.0,365.0,32.0,0.0,0.0,0.0,-5.4,13.4,0.3,21.1,6.254,16.614,3.816,15.665,5.568,0.0,0.0,335.0,51.8,-8.5,south-west
CORK AIRPORT,1963,365,82.0,32.0,12.0,7.404,1214.3,45.4,97.7,332.0,86.9,14.0,10.0,365.0,365.0,42.0,0.0,0.0,0.0,-6.6,13.6,0.0,22.4,6.014,13.532,3.209,22.524,4.022,0.0,0.0,289.0,51.8,-8.5,south-west
CORK AIRPORT,1964,366,70.0,42.0,15.0,8.28,1275.1,70.2,106.9,444.8,113.6,15.0,9.0,366.0,366.0,24.0,0.0,0.0,0.0,-3.1,15.1,2.3,22.1,5.954,10.304,12.285,9.094,10.012,0.0,0.0,348.0,51.8,-8.5,south-west
CORK AIRPORT,1965,365,83.0,45.0,12.0,8.037,1294.0,47.0,116.1,316.5,88.3,19.0,11.0,365.0,365.0,34.0,0.0,0.0,0.0,-6.1,14.6,0.3,22.1,6.289,15.02,4.971,15.401,6.37,0.0,0.0,354.0,51.8,-8.5,south-west
CORK AIRPORT,1966,365,88.0,47.0,17.0,8.726,1474.7,51.7,106.9,429.4,134.8,14.0,26.0,365.0,365.0,19.0,0.0,0.0,0.0,-4.5,14.8,0.9,24.0,6.003,11.145,8.278,9.374,6.38,0.0,0.0,321.0,51.8,-8.5,south-west
CORK AIRPORT,1967,365,79.0,36.0,8.0,7.134,1077.3,44.1,73.9,126.8,44.1,19.0,12.0,365.0,365.0,25.0,0.0,0.0,0.0,-3.4,15.4,1.8,22.8,6.169,9.677,6.566,10.998,6.575,0.0,6.0,349.0,51.8,-8.5,south-west
CORK AIRPORT,1968,366,78.0,43.0,11.0,8.035,1237.4,49.1,82.4,248.5,94.0,17.0,8.0,366.0,366.0,38.0,0.0,0.0,0.0,-3.8,15.7,1.9,22.7,6.27,11.339,9.709,6.821,9.377,0.0,0.0,349.0,51.8,-8.5,south-west
CORK AIRPORT,1969,365,60.0,31.0,13.0,7.97,1020.2,65.0,113.6,222.0,107.9,21.0,6.0,365.0,365.0,38.0,0.0,0.0,0.0,-8.6,15.6,0.3,24.3,6.275,12.75,13.209,11.204,12.172,0.0,6.0,340.0,51.8,-8.5,south-west
CORK AIRPORT,1970,365,70.0,30.0,10.0,7.186,1013.2,27.7,79.6,81.8,0.0,30.0,10.0,365.0,365.0,44.0,0.0,0.0,0.0,-4.6,14.9,1.7,24.0,6.116,11.057,13.982,9.442,11.067,6.0,0.0,347.0,51.8,-8.5,south-west
CORK AIRPORT,1971,365,63.0,26.0,11.0,6.992,902.0,34.2,67.9,93.0,0.0,19.0,12.0,365.0,365.0,18.0,0.0,0.0,0.0,-4.1,14.5,3.6,23.9,6.049,9.481,13.787,5.0,14.462,0.0,0.0,355.0,51.8,-8.5,south-west
CORK AIRPORT,1972,366,79.0,39.0,9.0,7.951,1145.0,39.9,90.2,134.1,39.9,26.0,9.0,366.0,366.0,20.0,0.0,0.0,0.0,-2.5,16.2,1.5,24.6,6.386,12.52,5.347,12.607,9.231,0.0,0.0,355.0,51.8,-8.5,south-west
CORK AIRPORT,1973,365,63.0,34.0,13.0,7.837,1081.5,43.4,89.1,343.2,168.0,20.0,9.0,365.0,365.0,21.0,0.0,0.0,0.0,-3.1,15.6,2.5,23.6,6.026,9.247,13.865,6.683,11.517,6.0,0.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,1974,365,80.0,37.0,17.0,8.178,1251.3,40.6,95.7,255.7,80.0,16.0,16.0,365.0,365.0,11.0,0.0,0.0,0.0,-3.9,14.5,4.4,22.0,6.124,13.415,6.526,11.751,6.458,0.0,0.0,319.0,51.8,-8.5,south-west
CORK AIRPORT,1975,365,56.0,26.0,8.0,7.936,976.1,75.5,129.7,227.9,198.8,20.0,13.0,365.0,365.0,18.0,0.0,1.0,0.0,-2.4,16.0,2.5,25.3,6.4,11.184,12.74,5.362,12.642,0.0,0.0,341.0,51.8,-8.5,south-west
CORK AIRPORT,1976,366,78.0,39.0,10.0,7.756,1109.1,35.8,83.9,148.3,0.0,20.0,9.0,366.0,366.0,23.0,0.0,3.0,0.0,-3.7,17.0,1.3,27.5,6.221,9.504,15.203,8.011,14.92,17.0,0.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,1977,365,84.0,45.0,19.0,8.68,1362.7,48.9,101.3,357.5,89.9,18.0,11.0,365.0,365.0,21.0,0.0,0.0,0.0,-4.9,14.9,0.5,25.0,6.055,12.544,9.374,9.971,8.112,0.0,0.0,302.0,51.8,-8.5,south-west
CORK AIRPORT,1978,365,63.0,34.0,17.0,7.92,1188.0,50.9,111.4,362.8,96.8,18.0,11.0,365.0,365.0,29.0,0.0,0.0,2.0,-6.1,15.3,-1.8,23.1,6.171,8.581,10.841,9.941,17.172,0.0,0.0,348.0,51.8,-8.5,south-west
CORK AIRPORT,1979,365,76.0,39.0,12.0,7.754,1217.4,46.0,99.1,264.9,85.9,18.0,10.0,365.0,365.0,42.0,0.0,0.0,1.0,-8.5,16.2,-0.5,22.8,6.261,15.157,7.828,13.708,7.984,0.0,0.0,284.0,51.8,-8.5,south-west
CORK AIRPORT,1980,366,87.0,48.0,11.0,7.938,1262.1,31.1,70.1,165.0,0.0,15.0,9.0,366.0,366.0,21.0,0.0,0.0,0.0,-2.9,14.5,2.7,24.8,5.962,10.012,9.377,11.192,8.011,0.0,0.0,329.0,51.8,-8.5,south-west
CORK AIRPORT,1981,365,74.0,43.0,13.0,7.886,1222.4,38.8,71.2,242.4,38.8,18.0,11.0,365.0,365.0,19.0,0.0,0.0,0.0,-4.8,16.3,1.3,24.3,5.978,10.528,11.507,12.339,13.767,0.0,7.0,328.0,51.8,-8.5,south-west
CORK AIRPORT,1982,365,88.0,52.0,12.0,8.559,1489.2,59.7,86.8,406.9,200.7,25.0,11.0,365.0,365.0,15.0,0.0,0.0,0.0,-3.9,15.4,0.5,24.2,6.046,6.184,13.327,6.106,10.333,0.0,0.0,345.0,51.8,-8.5,south-west
CORK AIRPORT,1983,365,72.0,35.0,12.0,7.872,1196.5,38.6,68.2,274.0,38.6,28.0,14.0,365.0,365.0,18.0,0.0,6.0,0.0,-3.4,19.0,2.0,28.7,5.897,5.822,17.495,8.855,15.528,8.0,0.0,338.0,51.8,-8.5,south-west
CORK AIRPORT,1984,366,65.0,40.0,8.0,7.354,1059.0,28.2,62.6,80.2,0.0,29.0,13.0,366.0,366.0,18.0,0.0,2.0,0.0,-2.5,16.6,1.7,25.5,6.653,9.904,12.724,10.051,14.169,0.0,6.0,333.0,51.8,-8.5,south-west
CORK AIRPORT,1985,365,76.0,44.0,12.0,8.041,1198.1,46.4,86.2,310.1,46.4,23.0,11.0,365.0,365.0,39.0,0.0,0.0,1.0,-7.2,14.8,-1.3,22.1,5.751,14.609,12.896,18.767,10.264,0.0,0.0,332.0,51.8,-8.5,south-west
CORK AIRPORT,1986,365,82.0,35.0,13.0,7.97,1203.4,60.9,102.2,308.7,100.5,20.0,8.0,365.0,365.0,34.0,0.0,0.0,1.0,-4.3,15.9,-0.5,24.9,6.036,17.622,5.078,21.35,6.624,0.0,12.0,343.0,51.8,-8.5,south-west
CORK AIRPORT,1987,365,77.0,44.0,11.0,7.687,1214.6,34.7,81.4,165.1,0.0,15.0,9.0,365.0,365.0,23.0,0.0,0.0,2.0,-8.0,16.0,-4.3,22.0,6.036,11.595,10.303,8.963,8.229,0.0,0.0,342.0,51.8,-8.5,south-west
CORK AIRPORT,1988,366,79.0,43.0,12.0,8.411,1295.3,45.7,84.7,316.0,122.6,17.0,13.0,366.0,366.0,6.0,0.0,0.0,0.0,-3.3,14.1,4.1,24.3,5.686,3.874,13.154,12.637,9.299,0.0,0.0,354.0,51.8,-8.5,south-west
CORK AIRPORT,1989,365,70.0,35.0,13.0,7.383,1114.9,40.1,136.0,239.5,40.1,20.0,12.0,365.0,365.0,11.0,0.0,4.0,0.0,-1.6,18.3,4.0,28.1,6.386,4.56,19.53,4.403,21.712,9.0,0.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,1990,365,74.0,34.0,8.0,7.04,1006.7,32.3,69.0,137.9,0.0,24.0,32.0,365.0,365.0,8.0,0.0,0.0,0.0,-2.4,17.8,2.2,24.6,6.288,4.932,16.507,3.366,18.953,14.0,0.0,327.0,51.8,-8.5,south-west
CORK AIRPORT,1991,365,75.0,34.0,8.0,8.063,1096.6,51.4,82.8,201.3,145.4,25.0,21.0,365.0,365.0,19.0,0.0,0.0,1.0,-4.7,16.0,-1.6,24.7,5.886,4.932,13.151,7.945,13.425,13.0,0.0,297.0,51.8,-8.5,south-west
CORK AIRPORT,1992,366,64.0,34.0,7.0,6.748,985.2,31.8,55.6,200.1,0.0,20.0,7.0,366.0,366.0,14.0,0.0,0.0,0.0,-2.9,15.5,3.5,22.2,5.989,9.016,14.754,10.109,10.929,0.0,7.0,360.0,51.8,-8.5,south-west
CORK AIRPORT,1993,365,77.0,46.0,16.0,9.015,1298.2,58.9,79.4,317.1,101.5,20.0,13.0,365.0,365.0,11.0,0.0,0.0,0.0,-2.3,14.9,3.7,22.4,6.058,8.493,9.041,10.685,9.589,0.0,6.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,1994,365,91.0,52.0,19.0,8.127,1414.1,37.3,86.1,263.8,0.0,14.0,13.0,365.0,365.0,12.0,0.0,0.0,0.0,-2.7,14.6,0.1,23.1,5.944,5.479,9.315,5.753,11.507,0.0,0.0,351.0,51.8,-8.5,south-west
CORK AIRPORT,1995,365,75.0,41.0,11.0,8.002,1232.3,52.1,95.7,294.9,132.6,20.0,16.0,365.0,365.0,24.0,0.0,9.0,0.0,-3.2,18.4,1.4,28.0,6.511,6.027,21.644,6.027,26.575,24.0,0.0,354.0,51.8,-8.5,south-west
CORK AIRPORT,1996,366,82.0,52.0,16.0,9.125,1405.2,55.2,143.4,393.4,136.8,20.0,17.0,366.0,366.0,22.0,0.0,0.0,0.0,-3.1,16.0,1.7,23.6,5.814,4.645,10.656,8.47,6.831,0.0,0.0,355.0,51.8,-8.5,south-west
CORK AIRPORT,1997,365,77.0,45.0,10.0,8.51,1242.5,59.0,111.6,268.8,151.8,27.0,13.0,365.0,365.0,10.0,0.0,0.0,0.0,-4.4,17.0,0.6,23.1,5.664,3.014,21.37,4.932,19.726,6.0,0.0,350.0,51.8,-8.5,south-west
CORK AIRPORT,1998,365,93.0,49.0,10.0,8.188,1351.1,50.8,94.3,278.6,50.8,14.0,15.0,365.0,365.0,10.0,0.0,0.0,0.0,-2.3,14.7,2.7,23.6,5.853,2.466,18.356,2.192,18.63,14.0,6.0,355.0,51.8,-8.5,south-west
CORK AIRPORT,1999,365,74.0,35.0,11.0,7.363,1141.3,53.7,102.5,225.4,53.7,14.0,18.0,365.0,365.0,11.0,0.0,0.0,0.0,-3.6,17.3,3.8,24.7,5.963,4.384,18.904,1.096,16.438,0.0,0.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,2000,366,76.0,36.0,7.0,7.008,1114.2,41.8,67.8,160.9,41.8,19.0,10.0,366.0,366.0,14.0,0.0,0.0,0.0,-3.6,15.4,0.9,24.2,6.114,4.918,13.661,2.732,12.022,6.0,0.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,2001,365,64.0,30.0,12.0,7.693,1023.2,49.8,103.1,269.7,98.0,13.0,10.0,365.0,365.0,17.0,0.0,0.0,0.0,-4.0,16.3,3.1,23.8,6.279,6.301,13.151,4.384,18.356,0.0,7.0,319.0,51.8,-8.5,south-west
CORK AIRPORT,2002,365,98.0,49.0,15.0,8.479,1509.3,47.9,80.9,285.9,47.9,18.0,13.0,365.0,365.0,1.0,0.0,0.0,0.0,-0.9,15.4,4.4,23.2,6.034,2.74,13.973,6.575,16.712,6.0,0.0,338.0,51.8,-8.5,south-west
CORK AIRPORT,2003,365,69.0,29.0,6.0,6.659,932.2,35.2,56.6,96.0,0.0,17.0,12.0,365.0,365.0,9.0,0.0,1.0,0.0,-1.9,17.1,3.9,25.2,5.95,4.11,15.068,2.466,13.151,0.0,6.0,347.0,51.8,-8.5,south-west
CORK AIRPORT,2004,366,68.0,35.0,10.0,7.122,1082.6,37.8,80.5,188.6,0.0,22.0,15.0,366.0,366.0,15.0,0.0,1.0,0.0,-4.0,15.2,3.4,25.2,5.962,4.098,13.661,2.732,12.568,0.0,0.0,360.0,51.8,-8.5,south-west
CORK AIRPORT,2005,365,71.0,35.0,12.0,7.507,1163.6,73.2,120.3,333.7,73.2,14.0,16.0,365.0,365.0,9.0,0.0,2.0,0.0,-2.2,17.5,3.6,26.2,5.754,3.288,17.26,4.384,12.877,6.0,0.0,357.0,51.8,-8.5,south-west
CORK AIRPORT,2006,365,76.0,40.0,13.0,7.727,1166.8,38.3,95.8,217.1,38.3,22.0,15.0,365.0,365.0,7.0,0.0,2.0,0.0,-4.0,17.0,3.3,25.4,6.17,2.192,15.616,3.836,13.973,0.0,0.0,345.0,51.8,-8.5,south-west
CORK AIRPORT,2007,365,74.0,33.0,7.0,6.523,1030.6,35.7,68.9,122.1,0.0,32.0,19.0,365.0,365.0,7.0,0.0,0.0,0.0,-1.5,15.2,3.7,23.5,6.26,2.74,12.877,3.014,23.288,20.0,0.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,2008,366,84.0,40.0,15.0,7.706,1302.3,39.7,78.4,287.8,39.7,15.0,12.0,366.0,366.0,11.0,0.0,0.0,0.0,-4.3,14.8,2.6,23.9,6.056,5.191,11.475,6.557,10.656,7.0,0.0,321.0,51.8,-8.5,south-west
CORK AIRPORT,2009,365,98.0,57.0,16.0,8.486,1544.4,41.9,89.8,309.2,80.2,17.0,13.0,365.0,365.0,26.0,0.0,0.0,0.0,-3.3,15.5,1.0,23.8,5.925,7.945,10.137,7.123,10.411,0.0,7.0,321.0,51.8,-8.5,south-west
CORK AIRPORT,2010,365,50.0,31.0,9.0,7.083,871.2,29.2,76.2,133.8,0.0,25.0,15.0,365.0,365.0,60.0,0.0,0.0,6.0,-7.2,15.2,-3.2,23.1,6.435,14.795,8.767,12.603,7.397,0.0,23.0,332.0,51.8,-8.5,south-west
CORK AIRPORT,2011,365,71.0,31.0,6.0,6.277,991.7,35.2,77.8,111.2,0.0,17.0,10.0,365.0,365.0,12.0,0.0,0.0,0.0,-3.7,14.6,1.9,21.5,5.992,6.027,15.068,7.945,15.616,13.0,0.0,337.0,51.8,-8.5,south-west
CORK AIRPORT,2012,366,70.0,33.0,12.0,6.89,1185.0,47.2,73.5,275.1,136.5,16.0,11.0,366.0,366.0,4.0,0.0,0.0,0.0,-1.2,15.1,3.8,21.8,5.498,6.011,17.213,9.29,10.383,6.0,0.0,324.0,51.8,-8.5,south-west
CORK AIRPORT,2013,365,79.0,36.0,14.0,8.303,1220.5,51.3,81.6,297.2,93.3,18.0,9.0,365.0,365.0,23.0,0.0,2.0,0.0,-3.7,17.1,1.9,26.0,5.988,6.027,18.356,8.767,16.438,21.0,0.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,2014,365,96.0,48.0,14.0,7.504,1343.3,38.3,88.7,221.0,38.3,18.0,11.0,365.0,365.0,6.0,0.0,0.0,0.0,-0.5,16.6,4.2,24.4,6.324,1.644,15.342,0.548,16.438,7.0,0.0,355.0,51.8,-8.5,south-west
CORK AIRPORT,2015,365,97.0,43.0,13.0,8.22,1413.9,61.4,119.3,238.6,61.4,12.0,14.0,365.0,365.0,14.0,0.0,0.0,0.0,-2.5,14.4,2.4,21.5,6.233,5.205,10.137,4.658,16.986,15.0,0.0,359.0,51.8,-8.5,south-west
CORK AIRPORT,2016,366,79.0,38.0,10.0,7.769,1165.3,39.3,130.0,227.5,78.3,18.0,24.0,366.0,366.0,17.0,0.0,0.0,0.0,-1.1,16.3,3.7,23.0,5.959,3.005,11.475,3.552,11.202,0.0,0.0,306.0,51.8,-8.5,south-west
CORK AIRPORT,2017,365,69.0,40.0,10.0,7.005,1127.8,41.8,73.4,208.1,41.8,14.0,8.0,365.0,365.0,6.0,0.0,0.0,0.0,-2.0,16.0,3.0,24.3,5.909,2.466,18.356,2.192,16.712,6.0,0.0,355.0,51.8,-8.5,south-west
