Station ID,year,n_rain,R5mm,R10mm,R20mm,SDII,PRCPTOT,CDD,CWD,Rx1day,Rx5day,R95pTOT,R99pTOT,n_maxdy,n_mindy,FD,TR,SU,ID,TNn,TNx,TXn,TXx,DTR,TN10p,TN90p,TX10p,TX90p,WSDI,CSDI,GSL,Latitude,Longitude,Direction
PHOENIX PARK,1986,365,56.0,18.0,2.0,5.534,830.1,85.1,96.2,197.8,85.1,35.0,8.0,365.0,365.0,69.0,0.0,1.0,0.0,-7.7,17.0,1.4,25.8,8.423,19.282,5.3,18.148,8.588,0.0,0.0,286.0,53.4,-6.3,north-east
PHOENIX PARK,1987,360,44.0,17.0,5.0,5.538,703.3,42.7,62.5,169.7,106.7,19.0,9.0,365.0,365.0,60.0,0.0,4.0,2.0,-9.5,15.9,-2.1,27.3,8.453,17.478,7.511,9.986,11.261,0.0,0.0,309.0,53.4,-6.3,north-east
PHOENIX PARK,1988,366,45.0,11.0,2.0,5.014,661.8,27.3,47.8,105.8,0.0,15.0,9.0,366.0,366.0,43.0,0.0,0.0,0.0,-6.3,13.8,3.0,24.2,8.582,8.093,4.975,4.88,11.051,13.0,6.0,259.0,53.4,-6.3,north-east
PHOENIX PARK,1989,365,35.0,12.0,2.0,4.666,587.9,21.0,45.6,94.6,0.0,16.0,8.0,365.0,335.0,,,8.0,0.0,,,2.9,29.5,,,,5.81,25.149,23.0,,,53.4,-6.3,north-east
PHOENIX PARK,1990,365,48.0,21.0,3.0,5.574,730.2,27.0,74.3,111.7,0.0,27.0,7.0,365.0,365.0,39.0,0.0,7.0,0.0,-5.4,15.9,3.3,30.6,8.491,6.774,13.226,2.787,18.762,13.0,0.0,340.0,53.4,-6.3,north-east
PHOENIX PARK,1991,365,46.0,15.0,2.0,4.885,635.1,27.6,38.5,65.5,0.0,21.0,8.0,365.0,365.0,48.0,0.0,0.0,0.0,-7.1,16.6,1.0,24.6,7.972,9.589,10.411,8.219,10.959,14.0,0.0,324.0,53.4,-6.3,north-east
PHOENIX PARK,1992,366,37.0,13.0,1.0,4.98,652.4,53.1,62.2,142.6,53.1,22.0,7.0,366.0,366.0,40.0,0.0,0.0,0.0,-7.1,15.7,1.9,24.5,7.877,13.115,12.842,10.383,10.656,0.0,8.0,352.0,53.4,-6.3,north-east
PHOENIX PARK,1993,365,49.0,22.0,7.0,5.738,877.9,81.4,129.3,324.3,110.0,19.0,11.0,365.0,365.0,34.0,0.0,0.0,0.0,-5.5,14.5,1.9,23.3,7.568,12.603,9.315,10.411,6.027,0.0,11.0,353.0,53.4,-6.3,north-east
PHOENIX PARK,1994,365,58.0,17.0,3.0,5.189,788.8,25.2,50.0,84.6,0.0,15.0,8.0,365.0,365.0,31.0,0.0,0.0,0.0,-5.1,14.7,1.5,24.0,7.661,7.123,10.137,9.863,10.685,0.0,0.0,332.0,53.4,-6.3,north-east
PHOENIX PARK,1995,361,39.0,17.0,3.0,5.679,675.8,37.1,73.8,155.0,102.5,19.0,11.0,365.0,365.0,44.0,0.0,13.0,0.0,-7.8,17.4,1.2,28.3,8.446,6.301,18.082,5.479,25.205,16.0,0.0,354.0,53.4,-6.3,north-east
PHOENIX PARK,1996,366,45.0,18.0,5.0,5.483,778.6,34.6,61.3,158.3,65.2,26.0,8.0,366.0,366.0,54.0,0.0,2.0,0.0,-5.6,16.0,2.4,26.8,7.72,9.563,9.836,9.016,9.016,0.0,0.0,355.0,53.4,-6.3,north-east
PHOENIX PARK,1997,365,41.0,17.0,5.0,5.644,699.8,32.7,50.1,238.6,32.7,31.0,7.0,365.0,365.0,28.0,0.0,2.0,0.0,-4.7,16.9,2.5,26.0,7.803,5.753,17.26,5.753,17.26,13.0,0.0,350.0,53.4,-6.3,north-east
PHOENIX PARK,1998,365,54.0,18.0,4.0,5.175,843.5,38.8,50.2,168.4,68.3,13.0,10.0,365.0,365.0,30.0,0.0,2.0,0.0,-5.2,15.4,3.1,26.0,7.788,6.849,16.438,4.384,16.986,16.0,7.0,353.0,53.4,-6.3,north-east
PHOENIX PARK,1999,365,50.0,15.0,4.0,5.549,732.5,43.3,87.3,184.0,43.3,16.0,16.0,365.0,365.0,29.0,0.0,2.0,0.0,-5.0,17.5,2.3,26.3,7.79,6.027,17.808,4.658,13.973,12.0,0.0,359.0,53.4,-6.3,north-east
PHOENIX PARK,2000,365,49.0,17.0,3.0,5.601,834.5,76.2,102.1,229.7,118.2,16.0,6.0,366.0,366.0,35.0,0.0,0.0,2.0,-7.3,16.0,-1.7,24.5,8.081,7.923,10.929,4.645,11.749,0.0,0.0,332.0,53.4,-6.3,north-east
PHOENIX PARK,2001,364,34.0,12.0,2.0,4.727,548.3,26.7,53.8,91.2,0.0,17.0,6.0,365.0,365.0,54.0,0.0,4.0,0.0,-8.0,18.2,0.5,27.6,8.112,9.589,12.329,5.479,15.89,9.0,0.0,287.0,53.4,-6.3,north-east
PHOENIX PARK,2002,365,63.0,23.0,8.0,6.29,1025.2,60.0,89.6,337.1,153.2,21.0,11.0,365.0,365.0,18.0,0.0,1.0,0.0,-6.6,16.0,5.1,25.1,7.47,4.932,18.082,1.918,16.712,0.0,0.0,349.0,53.4,-6.3,north-east
PHOENIX PARK,2003,365,40.0,13.0,4.0,5.509,600.5,38.7,75.0,124.6,101.1,19.0,7.0,365.0,365.0,45.0,0.0,8.0,0.0,-4.7,17.6,2.1,27.1,8.174,5.753,19.726,3.562,17.26,13.0,7.0,347.0,53.4,-6.3,north-east
PHOENIX PARK,2004,366,41.0,19.0,5.0,5.525,679.6,32.2,71.5,161.8,32.2,23.0,6.0,366.0,366.0,31.0,0.0,2.0,0.0,-5.0,17.4,2.7,25.2,7.495,5.464,18.033,3.825,12.295,6.0,6.0,358.0,53.4,-6.3,north-east
PHOENIX PARK,2005,363,29.0,13.0,4.0,5.202,619.0,41.2,52.8,213.6,70.2,15.0,9.0,365.0,365.0,34.0,0.0,3.0,0.0,-3.7,16.9,3.9,26.0,7.211,3.562,21.096,4.11,15.616,0.0,0.0,318.0,53.4,-6.3,north-east
PHOENIX PARK,2006,365,54.0,14.0,3.0,5.492,681.0,28.9,41.7,94.3,57.8,22.0,6.0,365.0,365.0,37.0,0.0,11.0,0.0,-6.3,18.3,3.0,27.9,7.782,4.658,18.082,3.288,17.26,11.0,0.0,337.0,53.4,-6.3,north-east
PHOENIX PARK,2007,365,51.0,20.0,4.0,5.803,742.8,53.3,83.5,137.5,53.3,23.0,9.0,365.0,365.0,28.0,0.0,0.0,0.0,-5.2,15.2,3.0,23.6,7.81,3.836,18.63,3.014,18.082,9.0,0.0,350.0,53.4,-6.3,north-east
PHOENIX PARK,2008,366,58.0,25.0,8.0,6.257,938.6,52.6,99.3,312.6,126.6,18.0,9.0,304.0,304.0,,,,,,,,,,,,,,,,,53.4,-6.3,north-east
PHOENIX PARK,2009,365,53.0,24.0,8.0,6.129,852.0,37.9,60.7,259.7,72.7,21.0,9.0,365.0,365.0,39.0,0.0,1.0,0.0,-5.0,16.7,1.5,25.4,7.383,3.288,16.986,6.849,13.151,6.0,0.0,302.0,53.4,-6.3,north-east
PHOENIX PARK,2010,365,47.0,14.0,2.0,5.263,636.8,22.3,55.3,44.3,0.0,23.0,12.0,365.0,365.0,82.0,0.0,0.0,9.0,-10.8,16.2,-5.0,24.7,8.023,13.699,12.603,13.699,11.507,6.0,17.0,275.0,53.4,-6.3,north-east
PHOENIX PARK,2011,365,33.0,13.0,3.0,5.115,634.2,73.5,94.2,177.6,104.0,15.0,8.0,365.0,365.0,33.0,0.0,1.0,0.0,-5.8,17.3,2.7,25.7,7.657,6.027,21.918,3.836,20.0,13.0,0.0,336.0,53.4,-6.3,north-east
PHOENIX PARK,2012,366,55.0,20.0,7.0,5.497,830.0,32.6,56.8,238.2,91.7,15.0,7.0,366.0,366.0,28.0,0.0,0.0,0.0,-5.3,17.63,3.746,24.33,7.035,5.191,19.126,9.563,14.481,13.0,0.0,325.0,53.4,-6.3,north-east
PHOENIX PARK,2013,365,53.0,16.0,2.0,5.334,672.1,31.2,46.5,84.1,31.2,24.0,8.0,364.0,364.0,37.0,0.0,5.0,0.0,-3.863,16.4,1.711,27.46,7.298,3.297,14.835,9.341,16.484,7.0,0.0,359.0,53.4,-6.3,north-east
PHOENIX PARK,2014,365,46.0,22.0,6.0,5.972,848.0,49.2,88.1,263.9,121.0,17.0,8.0,365.0,365.0,19.0,0.0,0.0,0.0,-3.896,16.6,2.48,24.92,7.567,2.74,19.726,2.192,13.973,0.0,0.0,311.0,53.4,-6.3,north-east
PHOENIX PARK,2015,365,62.0,18.0,5.0,5.679,823.4,29.8,56.6,173.2,29.8,22.0,9.0,365.0,365.0,29.0,0.0,1.0,0.0,-5.536,16.44,2.457,25.58,7.808,5.205,12.329,4.932,15.342,0.0,0.0,355.0,53.4,-6.3,north-east
PHOENIX PARK,2016,366,43.0,18.0,2.0,4.99,668.7,29.0,54.0,105.4,29.0,15.0,8.0,366.0,366.0,35.0,0.0,5.0,0.0,-3.295,18.59,3.299,27.04,7.417,1.913,21.038,3.005,13.115,6.0,0.0,340.0,53.4,-6.3,north-east
PHOENIX PARK,2017,365,47.0,18.0,5.0,5.578,691.7,34.6,48.1,153.6,67.5,15.0,10.0,365.0,365.0,29.0,0.0,5.0,0.0,-4.166,16.98,3.094,28.56,7.326,3.288,24.11,3.288,15.068,0.0,0.0,336.0,53.4,-6.3,north-east
PHOENIX PARK,2018,365,41.0,20.0,2.0,5.174,646.8,25.7,43.7,100.5,0.0,29.0,8.0,365.0,365.0,35.0,0.0,13.0,0.0,-4.558,17.62,0.218,27.9,7.817,6.849,19.452,6.849,20.822,12.0,6.0,339.0,53.4,-6.3,north-east
PHOENIX PARK,2019,365,53.0,21.0,5.0,5.842,771.2,24.6,50.0,183.8,0.0,16.0,10.0,365.0,365.0,17.0,0.0,2.0,0.0,-3.9,17.66,3.491,26.56,7.422,1.918,17.534,4.11,16.986,14.0,0.0,359.0,53.4,-6.3,north-east
PHOENIX PARK,2020,366,48.0,21.0,1.0,5.068,724.7,33.1,51.6,102.1,33.1,18.0,6.0,366.0,366.0,21.0,0.0,3.0,0.0,-3.196,17.25,0.186,25.99,7.411,3.552,18.033,6.557,19.399,17.0,0.0,337.0,53.4,-6.3,north-east
PHOENIX PARK,2021,365,39.0,20.0,1.0,5.323,644.1,25.6,52.8,129.0,0.0,18.0,8.0,365.0,365.0,31.0,0.0,7.0,0.0,-5.415,16.48,1.375,28.0,7.505,4.932,22.192,3.288,21.096,9.0,0.0,281.0,53.4,-6.3,north-east
PHOENIX PARK,2022,365,47.0,15.0,1.0,5.339,688.7,51.4,67.5,85.7,51.4,22.0,11.0,365.0,365.0,31.0,0.0,10.0,0.0,-3.86,18.53,0.14,33.05,7.871,2.192,24.658,3.288,21.644,32.0,0.0,298.0,53.4,-6.3,north-east
PHOENIX PARK,2023,365,63.0,25.0,7.0,6.495,915.8,45.4,82.2,270.4,170.4,31.0,7.0,365.0,365.0,20.0,0.0,6.0,0.0,-3.861,17.78,1.959,26.75,7.215,2.192,29.589,3.014,26.301,25.0,0.0,330.0,53.4,-6.3,north-east
ROCHES POINT,1941,365,74.0,29.0,2.0,6.454,922.9,28.5,59.3,54.9,0.0,23.0,10.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1942,365,58.0,22.0,2.0,5.65,774.0,23.9,56.8,44.4,0.0,21.0,9.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1943,365,62.0,26.0,4.0,6.03,934.7,29.1,71.9,104.1,0.0,14.0,9.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1944,366,57.0,29.0,12.0,7.423,994.7,53.1,97.3,358.9,132.4,44.0,7.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1945,365,65.0,22.0,5.0,5.891,936.6,33.4,62.0,134.6,33.4,23.0,15.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1946,365,78.0,36.0,5.0,6.679,1135.5,38.7,58.2,149.3,76.2,25.0,16.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1947,365,85.0,46.0,9.0,7.184,1257.2,50.6,106.9,236.5,83.9,28.0,15.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1948,366,77.0,34.0,12.0,7.24,1216.4,71.4,85.0,379.6,156.3,12.0,17.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1949,365,57.0,21.0,5.0,5.727,784.6,33.3,56.2,127.2,33.3,29.0,11.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1950,365,59.0,28.0,4.0,5.57,980.4,34.4,58.2,105.5,34.4,16.0,9.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1951,365,84.0,34.0,6.0,6.839,1142.1,42.0,86.6,194.9,118.7,14.0,10.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1952,366,47.0,20.0,4.0,5.482,745.6,25.4,57.8,91.4,0.0,22.0,9.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1953,365,60.0,23.0,5.0,5.602,801.1,26.6,70.5,116.7,0.0,28.0,10.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1954,365,66.0,32.0,7.0,5.818,1024.0,37.9,68.8,189.3,37.9,11.0,8.0,,,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1955,365,60.0,30.0,3.0,6.708,838.5,27.6,65.2,93.5,0.0,29.0,10.0,31.0,31.0,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1956,366,59.0,39.0,9.0,7.745,999.1,42.1,84.4,275.5,111.1,17.0,9.0,366.0,366.0,18.0,0.0,0.0,0.0,-2.7,14.9,1.7,23.4,5.386,16.667,10.929,10.656,12.568,0.0,25.0,336.0,51.8,-8.2,south-west
ROCHES POINT,1957,365,61.0,29.0,6.0,6.932,894.2,57.6,121.8,175.4,57.6,20.0,8.0,365.0,365.0,3.0,0.0,0.0,0.0,-1.6,15.9,4.6,24.1,5.485,7.671,17.808,4.384,14.247,7.0,0.0,343.0,51.8,-8.2,south-west
ROCHES POINT,1958,365,84.0,38.0,8.0,7.912,1226.3,44.4,63.0,308.4,183.7,17.0,7.0,365.0,365.0,8.0,0.0,0.0,0.0,-3.8,15.2,1.3,24.4,4.999,8.219,9.589,10.411,12.603,0.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1959,365,55.0,31.0,6.0,7.135,849.1,48.4,71.1,177.6,80.7,22.0,6.0,365.0,365.0,6.0,0.0,0.0,0.0,-1.2,16.4,3.7,24.4,5.572,4.658,21.096,1.918,23.014,27.0,0.0,344.0,51.8,-8.2,south-west
ROCHES POINT,1960,366,84.0,39.0,9.0,7.507,1208.7,33.2,86.5,267.1,98.3,16.0,18.0,366.0,366.0,10.0,0.0,0.0,0.0,-1.7,15.2,2.2,22.3,5.343,8.47,15.027,4.098,9.29,0.0,8.0,324.0,51.8,-8.2,south-west
ROCHES POINT,1961,365,60.0,30.0,4.0,6.957,834.8,28.3,65.7,99.4,0.0,31.0,8.0,365.0,365.0,7.0,0.0,0.0,0.0,-2.7,15.2,1.2,23.2,5.219,9.485,12.121,4.818,11.365,0.0,0.0,353.0,51.8,-8.2,south-west
ROCHES POINT,1962,365,49.0,22.0,5.0,6.505,728.6,27.7,55.5,121.9,0.0,24.0,4.0,365.0,365.0,18.0,0.0,0.0,0.0,-2.8,14.3,2.0,21.1,5.295,16.495,3.25,17.402,6.915,0.0,7.0,353.0,51.8,-8.2,south-west
ROCHES POINT,1963,365,63.0,24.0,8.0,6.532,888.4,38.9,70.8,210.7,38.9,13.0,8.0,365.0,365.0,26.0,0.0,0.0,0.0,-4.3,14.9,0.4,23.6,4.915,13.803,2.702,21.53,5.064,0.0,6.0,296.0,51.8,-8.2,south-west
ROCHES POINT,1964,366,61.0,30.0,7.0,7.422,927.7,78.8,95.2,214.1,78.8,15.0,7.0,366.0,366.0,3.0,0.0,0.0,0.0,-0.6,15.5,4.1,21.6,4.811,9.073,13.963,6.124,8.536,0.0,0.0,356.0,51.8,-8.2,south-west
ROCHES POINT,1965,365,77.0,32.0,8.0,6.971,1017.8,38.5,86.2,220.8,72.1,19.0,11.0,365.0,365.0,15.0,0.0,0.0,0.0,-3.4,15.3,2.1,22.6,5.083,13.699,4.251,13.226,6.925,0.0,0.0,354.0,51.8,-8.2,south-west
ROCHES POINT,1966,365,77.0,30.0,8.0,7.268,1075.6,40.7,71.7,220.7,40.7,18.0,8.0,365.0,365.0,6.0,0.0,0.0,0.0,-1.5,15.1,2.3,24.7,4.821,9.221,10.638,10.25,6.566,0.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1967,365,62.0,27.0,2.0,6.189,823.2,27.1,54.9,50.5,0.0,20.0,8.0,365.0,365.0,5.0,0.0,0.0,0.0,-1.3,15.2,2.9,21.6,5.058,10.657,5.867,13.16,7.019,0.0,0.0,349.0,51.8,-8.2,south-west
ROCHES POINT,1968,366,59.0,27.0,5.0,6.802,897.9,39.5,93.1,155.7,110.9,29.0,8.0,366.0,366.0,8.0,0.0,0.0,0.0,-1.4,15.9,2.9,24.0,5.121,9.902,10.59,7.82,10.053,0.0,0.0,360.0,51.8,-8.2,south-west
ROCHES POINT,1969,365,48.0,27.0,8.0,7.285,779.5,45.5,81.0,219.7,84.7,21.0,7.0,365.0,365.0,11.0,0.0,0.0,0.0,-5.1,16.0,2.0,23.5,5.19,12.244,12.697,12.093,12.896,6.0,0.0,352.0,51.8,-8.2,south-west
ROCHES POINT,1970,365,53.0,22.0,5.0,6.308,750.7,25.9,63.1,112.6,0.0,27.0,10.0,365.0,365.0,7.0,0.0,0.0,0.0,-1.5,15.2,2.2,22.8,5.227,11.97,10.846,11.016,10.968,0.0,0.0,347.0,51.8,-8.2,south-west
ROCHES POINT,1971,365,47.0,23.0,9.0,7.03,773.3,35.1,84.0,246.0,35.1,25.0,7.0,365.0,365.0,5.0,0.0,0.0,0.0,-1.4,15.3,4.1,23.3,5.114,8.436,12.858,4.639,13.746,7.0,0.0,355.0,51.8,-8.2,south-west
ROCHES POINT,1972,366,64.0,26.0,5.0,6.27,846.4,24.1,58.7,107.6,0.0,26.0,9.0,366.0,366.0,5.0,0.0,0.0,0.0,-1.4,16.9,3.2,24.8,5.538,12.936,5.389,10.222,6.802,0.0,0.0,355.0,51.8,-8.2,south-west
ROCHES POINT,1973,365,56.0,25.0,8.0,7.299,854.0,41.5,93.8,257.4,116.3,20.0,9.0,365.0,365.0,5.0,0.0,0.0,0.0,-1.1,16.1,4.2,23.3,5.078,9.051,12.376,6.075,11.044,0.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1974,365,64.0,26.0,6.0,6.812,940.1,41.8,76.3,161.8,41.8,19.0,11.0,365.0,365.0,1.0,0.0,0.0,0.0,-0.2,14.9,5.4,21.6,5.11,8.333,6.32,10.619,7.426,0.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1975,365,45.0,14.0,6.0,6.152,658.3,36.5,67.8,162.6,36.5,22.0,9.0,365.0,365.0,4.0,0.0,0.0,0.0,-0.4,16.2,3.6,23.8,5.319,9.192,12.376,5.064,11.998,0.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1976,366,68.0,30.0,4.0,6.915,905.8,39.6,65.4,126.7,75.3,23.0,9.0,366.0,366.0,6.0,0.0,3.0,0.0,-1.0,17.3,2.4,26.5,5.274,8.103,13.906,6.84,14.782,9.0,0.0,335.0,51.8,-8.2,south-west
ROCHES POINT,1977,365,69.0,29.0,9.0,7.261,1045.6,50.2,88.9,314.1,203.0,15.0,12.0,365.0,365.0,8.0,0.0,0.0,0.0,-2.0,16.2,1.9,23.8,5.213,9.816,10.231,8.191,9.561,0.0,0.0,342.0,51.8,-8.2,south-west
ROCHES POINT,1978,365,60.0,29.0,9.0,7.653,971.9,47.2,83.6,268.5,81.1,26.0,9.0,365.0,365.0,9.0,0.0,0.0,1.0,-3.2,15.4,-0.8,22.3,4.965,8.814,9.759,10.6,13.16,0.0,6.0,350.0,51.8,-8.2,south-west
ROCHES POINT,1979,365,66.0,28.0,7.0,6.77,927.5,34.5,70.1,174.1,34.5,18.0,6.0,365.0,365.0,15.0,0.0,0.0,0.0,-5.3,15.1,0.1,23.3,5.216,18.054,5.659,18.026,4.809,0.0,0.0,302.0,51.8,-8.2,south-west
ROCHES POINT,1980,366,70.0,29.0,7.0,6.831,1051.9,33.3,54.5,174.7,33.3,15.0,9.0,366.0,366.0,5.0,0.0,0.0,0.0,-1.6,15.0,3.7,22.0,4.993,10.26,5.917,12.012,4.871,0.0,0.0,358.0,51.8,-8.2,south-west
ROCHES POINT,1981,365,59.0,35.0,9.0,7.052,916.8,29.0,63.6,202.3,0.0,17.0,9.0,365.0,365.0,8.0,0.0,0.0,0.0,-2.0,16.6,3.2,22.7,5.046,11.639,12.074,12.329,12.121,0.0,7.0,346.0,51.8,-8.2,south-west
ROCHES POINT,1982,365,74.0,36.0,9.0,7.583,1145.1,56.2,83.1,298.1,108.9,25.0,9.0,365.0,365.0,4.0,0.0,0.0,0.0,-0.8,15.9,1.8,22.8,5.079,7.681,11.649,4.79,8.701,0.0,0.0,346.0,51.8,-8.2,south-west
ROCHES POINT,1983,365,55.0,30.0,5.0,6.633,875.6,36.3,65.0,147.2,104.0,25.0,14.0,365.0,365.0,3.0,0.0,2.0,0.0,-1.7,17.7,2.7,25.5,5.193,6.386,18.649,7.463,17.251,8.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1984,366,60.0,31.0,2.0,6.668,853.5,28.2,63.4,50.0,0.0,31.0,8.0,366.0,366.0,1.0,0.0,0.0,0.0,-0.1,17.3,3.3,24.6,5.745,8.168,11.918,9.412,15.48,0.0,6.0,357.0,51.8,-8.2,south-west
ROCHES POINT,1985,365,55.0,32.0,11.0,7.064,974.8,34.7,62.9,287.1,34.7,25.0,9.0,365.0,365.0,10.0,0.0,0.0,1.0,-4.4,14.6,-0.9,20.2,4.974,15.494,11.734,17.459,8.285,6.0,6.0,336.0,51.8,-8.2,south-west
ROCHES POINT,1986,365,63.0,34.0,7.0,7.681,1013.9,49.2,100.3,244.2,133.3,30.0,8.0,365.0,365.0,14.0,0.0,0.0,0.0,-2.5,14.4,1.0,21.4,5.348,21.889,3.486,24.506,5.706,0.0,21.0,352.0,51.8,-8.2,south-west
ROCHES POINT,1987,365,65.0,32.0,7.0,7.177,940.2,30.2,63.3,180.9,0.0,15.0,9.0,365.0,365.0,10.0,0.0,0.0,2.0,-7.2,15.8,-3.3,22.5,5.19,12.149,6.471,9.976,9.995,0.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1988,366,70.0,32.0,9.0,7.502,1072.8,60.8,83.4,296.6,141.5,18.0,12.0,366.0,366.0,2.0,0.0,0.0,0.0,-0.9,14.8,5.3,24.5,4.939,5.672,13.642,12.239,10.166,6.0,0.0,360.0,51.8,-8.2,south-west
ROCHES POINT,1989,365,62.0,32.0,9.0,6.55,936.6,31.9,113.5,216.0,0.0,20.0,10.0,365.0,365.0,0.0,0.0,1.0,0.0,0.7,18.1,5.2,27.5,5.542,3.798,21.483,2.881,22.655,22.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1990,365,55.0,24.0,3.0,5.983,765.8,27.9,53.5,77.2,0.0,18.0,24.0,365.0,365.0,2.0,0.0,0.0,0.0,-0.9,17.1,4.1,23.7,5.498,3.987,17.714,2.664,20.047,6.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,1991,365,55.0,21.0,7.0,6.831,806.0,39.5,77.7,206.8,113.9,35.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1996,366,66.0,34.0,4.0,6.691,936.8,27.0,81.4,122.4,0.0,20.0,12.0,342.0,351.0,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1997,365,56.0,27.0,7.0,6.6,864.6,47.4,92.2,222.4,81.0,27.0,6.0,352.0,357.0,6.0,0.0,0.0,0.0,-1.2,17.1,1.6,23.8,5.229,4.762,24.09,4.83,25.0,12.0,0.0,,51.8,-8.2,south-west
ROCHES POINT,1998,365,76.0,31.0,7.0,6.576,993.0,29.2,64.2,168.0,0.0,14.0,9.0,324.0,335.0,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,1999,365,56.0,20.0,6.0,6.177,815.3,69.6,111.8,187.0,69.6,15.0,18.0,337.0,345.0,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,2000,364,56.0,21.0,5.0,5.179,797.6,36.8,61.4,138.4,36.8,19.0,15.0,31.0,31.0,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,2008,366,50.0,27.0,6.0,7.691,730.6,30.9,70.5,172.8,0.0,540.0,8.0,275.0,275.0,,,,,,,,,,,,,,,,,51.8,-8.2,south-west
ROCHES POINT,2009,364,84.0,36.0,10.0,7.086,1140.9,33.9,70.2,249.3,33.9,27.0,13.0,365.0,365.0,12.0,0.0,0.0,0.0,-1.636,16.26,2.759,23.21,4.899,5.205,12.055,6.849,13.151,10.0,6.0,342.0,51.8,-8.2,south-west
ROCHES POINT,2010,364,49.0,31.0,7.0,6.853,795.0,35.4,66.6,180.9,35.4,17.0,8.0,363.0,363.0,40.0,0.0,0.0,0.0,-4.444,15.79,0.149,22.7,5.481,17.355,10.744,13.223,6.887,0.0,17.0,335.0,51.8,-8.2,south-west
ROCHES POINT,2011,365,52.0,17.0,3.0,5.689,733.9,21.4,65.3,63.1,0.0,17.0,10.0,365.0,365.0,4.0,0.0,0.0,0.0,-1.988,15.0,2.833,21.18,5.089,7.123,16.712,7.397,15.068,0.0,0.0,350.0,51.8,-8.2,south-west
ROCHES POINT,2012,366,55.0,27.0,6.0,5.979,908.8,46.2,75.6,181.2,80.6,16.0,11.0,366.0,366.0,0.0,0.0,0.0,0.0,0.467,16.58,5.214,21.76,4.658,6.557,15.847,8.743,10.656,6.0,0.0,360.0,51.8,-8.2,south-west
ROCHES POINT,2013,365,57.0,30.0,11.0,6.809,946.5,45.5,65.8,297.7,80.2,20.0,9.0,365.0,365.0,11.0,0.0,1.0,0.0,-2.287,16.75,2.429,25.43,5.081,7.397,17.534,8.493,14.521,0.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,2014,365,72.0,27.0,5.0,6.807,973.4,34.2,66.8,130.7,34.2,22.0,11.0,365.0,365.0,0.0,0.0,0.0,0.0,1.119,16.87,5.289,24.79,5.249,1.644,20.274,0.548,17.534,17.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,2015,365,84.0,42.0,8.0,7.483,1189.8,36.5,90.8,219.1,71.5,13.0,15.0,364.0,364.0,0.0,0.0,0.0,0.0,0.189,15.25,3.872,21.29,4.989,3.571,14.011,8.242,18.407,15.0,0.0,359.0,51.8,-8.2,south-west
ROCHES POINT,2016,366,59.0,29.0,6.0,6.987,936.2,68.2,83.7,206.0,100.4,18.0,24.0,366.0,366.0,0.0,0.0,0.0,0.0,0.443,16.51,4.909,22.68,4.977,4.098,15.301,3.825,14.208,6.0,0.0,360.0,51.8,-8.2,south-west
