year,cdd,Station,csdi,cwd,DTR,FD,gsl,ID,prcptot,R10mm,R20mm,r95p,r99p,Rnnmm,RX1day,RX5day,sdii,SU,TN10p,TN50p,TN90p,TNn,TNx,TR,TX10p,TX50p,TX90p,TXn,TXx,wsdi,Station_name
2003,26,LOCID000041,0,5,9.16,102,207,25,409,11,2,104,34,1,34,52,4.9,70,6.85,49.86,11.51,-20.5,21.1,2,6.85,61.64,15.34,-12,36,15,HALLE
2004,20,LOCID000041,0,5,7.95,82,281,15,543,15,3,150,58,3,30,65,5.7,32,5.48,48.22,7.67,-15.9,18.9,0,5.48,53.42,7.95,-3.5,30.3,13,HALLE
1912,19,61700003865,122,9,7.71,67,275,21,773.5,17,4,176.6,67.7,3,35.4,54.5,5.2,18,-99.9,-99.9,-99.9,-24.2,18.2,0,-99.9,-99.9,-99.9,-11,30.3,134,
1913,20,61700003865,120,6,8.24,65,270,10,572.6,10,1,105.1,32.8,1,32.8,52.9,4.9,23,-99.9,-99.9,-99.9,-9.3,16.4,0,-99.9,-99.9,-99.9,-4.2,30.3,149,
1914,20,61700003865,131,5,8.06,56,278,14,805.6,24,6,272.7,143.9,3,65.1,90.8,6.7,34,-99.9,-99.9,-99.9,-10.5,18.4,0,-99.9,-99.9,-99.9,-3.3,32.5,129,
1915,33,61700003865,144,11,8.25,99,205,15,653.9,16,3,185.8,25.6,2,25.6,67.8,5.8,22,-99.9,-99.9,-99.9,-11.3,18,0,-99.9,-99.9,-99.9,-4.6,36.2,137,
1916,13,61700003865,117,14,7.48,76,318,14,752.9,18,2,173.7,26.6,1,26.6,44.7,5.4,10,-99.9,-99.9,-99.9,-6.5,16.1,0,-99.9,-99.9,-99.9,-2.4,28.8,138,
1917,31,61700003865,133,6,8.61,115,226,41,576.1,13,2,61.6,0,0,23.3,49.6,4.8,51,-99.9,-99.9,-99.9,-17.8,18.1,0,-99.9,-99.9,-99.9,-8.4,35.4,120,
1918,23,61700003865,126,7,8.15,74,298,6,813.1,23,3,193.2,36.8,1,36.8,69.6,5.7,16,-99.9,-99.9,-99.9,-8.5,16.5,0,-99.9,-99.9,-99.9,-3,31.1,138,
1919,31,61700003865,151,7,8.09,110,233,33,525.3,9,0,48.6,0,0,17.1,39.7,4.3,25,-99.9,-99.9,-99.9,-17.5,16.7,0,-99.9,-99.9,-99.9,-6.3,34.4,133,
1920,41,61700003865,146,9,8.31,85,239,16,569.5,13,1,55.6,26.8,1,26.8,44,4.9,21,-99.9,-99.9,-99.9,-9.9,17.4,0,-99.9,-99.9,-99.9,-3.8,31.2,127,
1921,30,61700003865,152,7,9.51,72,310,14,562.4,17,1,172.7,30,1,30,42.6,5.8,51,-99.9,-99.9,-99.9,-11,18,0,-99.9,-99.9,-99.9,-3.4,34.7,141,
1922,21,61700003865,139,6,8.4,96,237,32,625.7,15,3,134.7,38.1,1,38.1,56.8,5,20,-99.9,-99.9,-99.9,-16.7,17.7,0,-99.9,-99.9,-99.9,-10.6,36.6,132,
1923,31,61700003865,148,11,7.88,83,234,19,687,10,2,117.4,31.2,1,31.2,52.6,5.1,19,-99.9,-99.9,-99.9,-15.5,20.2,1,-99.9,-99.9,-99.9,-7.2,38.8,141,
1924,24,61700003865,133,7,8.13,113,209,31,609.2,16,5,171.5,32,1,32,44.6,5.4,19,-99.9,-99.9,-99.9,-13.3,17.4,0,-99.9,-99.9,-99.9,-6.7,34.4,121,
1925,13,61700003865,148,11,8.6,77,271,15,716.2,16,3,202.2,0,1,25,57.8,5.2,41,-99.9,-99.9,-99.9,-14.7,20.1,1,-99.9,-99.9,-99.9,-6.2,35.2,136,
1926,20,61700003865,130,10,7.61,61,238,15,926.9,21,4,274.1,138,3,67.9,104,6.1,24,-99.9,-99.9,-99.9,-11.9,18.5,0,-99.9,-99.9,-99.9,-5.2,31.6,139,
1927,16,61700003865,158,8,7.69,78,258,28,853,22,6,238.2,116.9,4,35.6,63.5,5.8,20,-99.9,-99.9,-99.9,-16,17.6,0,-99.9,-99.9,-99.9,-9.2,29.4,120,
1928,16,61700003865,133,7,8.75,94,245,13,730,18,3,127.1,30.9,1,30.9,42.1,5.4,21,-99.9,-99.9,-99.9,-9.3,18.5,0,-99.9,-99.9,-99.9,-4.2,33.4,136,
1929,20,61700003865,131,7,9.05,101,236,50,551.6,16,3,173.7,90.3,3,33.1,46.3,5.3,35,-99.9,-99.9,-99.9,-23,19.1,0,-99.9,-99.9,-99.9,-12.4,35.5,121,
1930,26,61700003865,126,8,8.02,84,251,5,682.5,12,5,222.9,139.5,4,39.6,121.4,5.7,27,-99.9,-99.9,-99.9,-6.5,18,0,-99.9,-99.9,-99.9,-1.7,34,140,
1931,15,61700003865,133,9,7.81,106,219,24,888.4,25,8,386,154.3,5,35.7,111.9,6.1,20,-99.9,-99.9,-99.9,-12.9,17.4,0,-99.9,-99.9,-99.9,-6.6,32,134,
1932,23,61700003865,125,11,8.43,87,230,10,615.7,18,2,167.9,34,1,34,39.6,5.9,40,-99.9,-99.9,-99.9,-14,19.2,0,-99.9,-99.9,-99.9,-2.9,35.8,147,
1933,20,61700003865,137,8,8.75,87,245,38,539.9,15,4,162.4,72.1,2,36.1,54.3,5.8,31,-99.9,-99.9,-99.9,-17,17.5,0,-99.9,-99.9,-99.9,-7.3,32.2,125,
1934,18,61700003865,114,10,8.7,42,278,4,515.3,9,3,111.5,71.6,3,44.2,57.5,4.6,51,-99.9,-99.9,-99.9,-7.8,16.8,0,-99.9,-99.9,-99.9,-2.8,32.4,147,
1935,22,61700003865,115,7,8.24,71,279,8,757.5,19,4,235.5,47.2,1,47.2,68.1,5.7,33,-99.9,-99.9,-99.9,-9.5,18.6,0,-99.9,-99.9,-99.9,-5,31.9,149,
1936,18,61700003865,122,9,7.69,79,245,10,734.6,23,4,179.2,34.6,1,34.6,60,5.6,26,-99.9,-99.9,-99.9,-10,17.4,0,-99.9,-99.9,-99.9,-2.9,31.2,144,
1937,27,61700003865,143,9,7.5,96,312,28,822.9,23,6,230.1,102.3,3,37,67.7,5.4,38,-99.9,-99.9,-99.9,-12,19,0,-99.9,-99.9,-99.9,-8.3,35.6,121,
1938,39,61700003865,134,8,8.27,54,289,14,616.3,16,3,95.7,59.8,2,30.9,49.6,5.3,39,-99.9,-99.9,-99.9,-16.5,19.3,0,-99.9,-99.9,-99.9,-12.1,32.8,127,
1939,21,61700003865,132,8,8.2,75,308,17,775.3,24,3,295.4,136.8,3,60.8,79.1,6.5,44,-99.9,-99.9,-99.9,-11.9,18.2,0,-99.9,-99.9,-99.9,-4.8,33.2,121,
1940,16,61700003865,123,7,8.58,119,191,59,718.4,17,1,195.2,33.6,1,33.6,64.8,5.7,23,-99.9,-99.9,-99.9,-23.5,15.8,0,-99.9,-99.9,-99.9,-13,29.6,102,
1941,24,61700003865,150,13,7.86,117,200,40,818.1,18,6,309.2,170.8,4,59.3,87.5,6.7,22,-99.9,-99.9,-99.9,-18.4,22.3,1,-99.9,-99.9,-99.9,-12.3,34.5,122,
1942,28,61700003865,124,5,8.29,112,236,59,562.7,13,3,149.1,57.9,2,30.1,48.3,5.4,24,-99.9,-99.9,-99.9,-21.4,19.4,0,-99.9,-99.9,-99.9,-14.2,32.4,113,
1943,42,61700003865,128,11,8.47,76,231,15,601.4,16,1,95.1,0,0,24.2,54.3,5.2,23,-99.9,-99.9,-99.9,-13.4,18.2,0,-99.9,-99.9,-99.9,-8.6,34.6,128,
1944,16,61700003865,135,9,8.21,78,287,8,686.3,15,0,65.1,0,0,18.5,39.9,4.7,41,-99.9,-99.9,-99.9,-11.8,20,0,-99.9,-99.9,-99.9,-3.8,35.3,143,
1945,20,61700003865,133,8,7.73,67,242,16,760.3,18,6,209.5,115.8,3,44.7,76,5.8,22,-99.9,-99.9,-99.9,-10.5,17,0,-99.9,-99.9,-99.9,-4.3,34,143,
1946,21,61700003865,121,10,8.24,84,218,28,635.1,17,4,180.1,89.9,3,35.4,39,5.5,27,-99.9,-99.9,-99.9,-14,18.8,0,-99.9,-99.9,-99.9,-7.3,36.2,121,
1947,24,61700003865,113,9,10.06,97,232,47,608.3,19,2,156.8,0,0,22.5,58.7,5.6,77,-99.9,-99.9,-99.9,-19.3,21.5,1,-99.9,-99.9,-99.9,-11.2,36.5,146,
1948,20,61700003865,123,12,8.64,74,262,9,676.8,16,5,221.3,130.9,4,42.5,65.6,5.3,34,-99.9,-99.9,-99.9,-13.7,20,0,-99.9,-99.9,-99.9,-5.6,34.2,135,
1949,28,61700003865,129,7,8.11,59,217,8,645.7,21,5,226.1,51.9,3,26.3,59.6,5.6,20,-99.9,-99.9,-99.9,-10.8,18.2,0,-99.9,-99.9,-99.9,-2.9,32.2,153,
1950,19,61700003865,134,5,7.56,81,253,17,736.9,23,4,199.1,58.1,2,31.1,69.2,5.8,22,-99.9,-99.9,-99.9,-10.4,19.4,0,-99.9,-99.9,-99.9,-5.1,30.2,134,
1951,35,61700003865,121,7,8.03,73,252,3,850.2,25,8,350.9,63.6,3,37.7,58.3,6.4,18,-99.9,-99.9,-99.9,-10.1,17.2,0,-99.9,-99.9,-99.9,-4.3,31.2,150,
1952,18,61700003865,128,7,7.7,101,217,13,645,12,0,66.9,0,0,18.4,41.6,4.8,16,-99.9,-99.9,-99.9,-11.6,17,0,-99.9,-99.9,-99.9,-3.4,33.7,141,
1953,23,61700003865,123,8,8.15,67,272,12,600.9,11,2,105.7,58.3,2,32.5,66.6,4.8,28,-99.9,-99.9,-99.9,-16.6,18.2,0,-99.9,-99.9,-99.9,-6.2,32,134,
1954,19,61700003865,129,11,7.88,89,231,30,905.7,28,5,302.9,111.9,3,40,65,6.5,13,-99.9,-99.9,-99.9,-16.5,17.8,0,-99.9,-99.9,-99.9,-8.3,32.3,133,
1955,15,61700003865,130,9,8.2,113,249,24,705,15,4,237.6,95.2,4,33.6,77.7,5.2,23,-99.9,-99.9,-99.9,-15.4,17,0,-99.9,-99.9,-99.9,-5.3,29.9,125,
1956,19,61700003865,130,6,8,94,243,34,635.3,18,3,156.5,28.9,2,28.9,52.4,5,15,-99.9,-99.9,-99.9,-22.1,16.8,0,-99.9,-99.9,-99.9,-13,30.6,135,
1957,20,61700003865,126,9,8.11,66,285,6,647.6,21,1,91.3,0,0,24.6,41.1,5,24,-99.9,-99.9,-99.9,-16.5,18.6,0,-99.9,-99.9,-99.9,-9.2,35.7,134,
1958,16,61700003865,120,9,7.49,93,282,12,716.4,19,2,171.7,54.9,2,28.1,66.9,5,15,-99.9,-99.9,-99.9,-13.5,16.2,0,-99.9,-99.9,-99.9,-5.6,29,136,
1959,29,61700003865,119,6,9.25,72,253,18,389.8,10,1,90.5,0,0,20.1,56.6,4.5,43,-99.9,-99.9,-99.9,-13.5,19.5,0,-99.9,-99.9,-99.9,-5.5,35.1,138,
1960,34,61700003865,132,8,7.55,77,282,16,854.5,20,8,288.1,124.2,4,35.3,83.3,5.5,11,-99.9,-99.9,-99.9,-13.2,17.2,0,-99.9,-99.9,-99.9,-5,30.2,135,
1961,16,61700003865,112,10,8.13,71,263,19,847.4,23,5,176.6,59.1,3,32.6,52.3,5.8,17,-99.9,-99.9,-99.9,-16.6,15.9,0,-99.9,-99.9,-99.9,-6.6,32.2,125,
1962,-99.9,61700003865,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
1879,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1880,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1881,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1882,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1883,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1884,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1885,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1886,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1887,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1888,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1889,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1890,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1891,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1892,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1893,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1894,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1895,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1896,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1897,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1898,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1899,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1900,-99.9,LOCID000045,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1901,20,LOCID000045,33,6,10.77,108,214,31,575.3,16,5,184.6,59.6,2,32.4,80.5,5.8,57,13.15,35.62,4.11,-24.1,16.6,0,13.15,48.22,8.22,-12.9,32.6,0,JENA STERNWARTE
1902,18,LOCID000045,40,5,10.11,110,315,22,570.2,13,3,115.2,30.5,1,30.5,61.2,4.5,31,15.34,33.42,4.66,-21.6,16,0,15.34,41.37,7.67,-14,32.6,7,JENA STERNWARTE
1903,27,LOCID000045,14,8,10.4,72,318,13,519.3,12,3,95.2,29.2,2,29.2,49.3,5.4,44,5.75,39.73,4.66,-17,16.4,0,5.75,55.62,12.6,-6.1,33.9,12,JENA STERNWARTE
1904,33,LOCID000045,0,6,10.42,92,243,17,471.1,11,2,121.3,27.6,1,27.6,49.5,4.9,58,4.38,44.93,7.12,-12.6,16.1,0,4.38,58.36,10.68,-4.8,37.1,0,JENA STERNWARTE
1905,15,LOCID000045,6,6,9.71,88,223,11,706.2,15,6,220.7,80.1,2,48.1,80.2,5.7,61,11.78,44.93,6.58,-19.1,19.1,0,11.78,54.25,8.22,-8.8,36.1,6,JENA STERNWARTE
1906,18,LOCID000045,13,8,10.54,91,276,21,666.7,15,4,203.7,130.2,3,68.6,79.1,5.7,59,8.77,45.48,7.4,-16.4,17.5,0,8.77,58.63,15.89,-8.5,33.5,6,JENA STERNWARTE
1907,18,LOCID000045,6,5,10.37,98,223,17,492,13,4,115.5,28.9,1,28.9,50.3,4.7,52,10.96,39.18,5.48,-17.8,15.6,0,10.96,52.88,11.23,-11,33.1,0,JENA STERNWARTE
1908,26,LOCID000045,19,6,10.51,109,206,19,571.9,10,5,180.3,159.4,4,44.1,94.6,5.2,54,13.7,36.71,3.84,-26.8,17.7,0,13.7,51.78,9.86,-16.2,34.9,0,JENA STERNWARTE
1909,15,LOCID000045,7,8,10.48,114,230,18,664.6,13,6,281.3,188.8,4,60.2,94.7,6,33,7.95,37.26,4.11,-16.5,17.9,0,7.95,47.12,7.67,-5.6,33.3,0,JENA STERNWARTE
1910,23,LOCID000045,0,4,10.5,104,271,2,455.6,9,3,105.6,28.2,1,28.2,46.1,4.5,47,4.11,39.45,5.75,-9.4,15.3,0,4.11,55.62,11.51,-2.2,31.5,16,JENA STERNWARTE
1911,17,LOCID000045,0,6,10.92,88,240,3,358.8,4,2,86.5,69.9,2,40.7,48.2,3.9,75,3.84,47.95,7.12,-13.5,19.1,0,3.84,64.93,14.25,-1,37.2,18,JENA STERNWARTE
1912,24,LOCID000045,11,8,10.23,76,259,13,564.4,10,4,131.4,0,1,25.6,47.3,4.7,31,10.96,40,9.86,-20.4,16.4,0,10.96,53.7,11.51,-9,32,7,JENA STERNWARTE
1913,17,LOCID000045,12,5,9.53,76,318,12,519.3,12,1,39.6,0,0,21.6,46.2,4.9,25,12.05,42.74,11.51,-12.9,16.8,0,12.05,51.78,8.22,-3.6,29.5,6,JENA STERNWARTE
1914,21,LOCID000045,0,7,9.33,73,282,17,693,17,4,152.3,115.4,3,57.5,80.9,5.5,48,10.68,47.67,6.58,-17.1,16.4,0,10.68,52.6,10.96,-8.2,32.2,7,JENA STERNWARTE
1915,22,LOCID000045,23,6,9.54,99,205,18,621.4,15,1,130.9,26.7,1,26.7,47.5,4.8,41,15.07,38.08,6.58,-16.2,17.2,0,15.07,43.56,9.59,-5.6,35.7,0,JENA STERNWARTE
1916,15,LOCID000045,8,4,8.92,63,292,3,628.3,12,3,132.5,51.9,2,51.9,62.5,4.9,24,8.77,50.14,9.59,-9.7,15.8,0,8.77,49.32,8.49,-0.3,29.7,0,JENA STERNWARTE
1917,19,LOCID000045,15,8,9.74,118,242,41,520.4,13,2,85.9,30.3,1,30.3,44.2,5.1,67,15.07,36.44,4.38,-24.8,18.8,0,15.07,44.38,9.86,-11.1,33.8,9,JENA STERNWARTE
1918,22,LOCID000045,7,7,9.61,78,279,6,456.3,10,2,77.8,0,0,22.9,41.4,4,34,8.22,41.92,9.04,-11.7,18.8,0,8.22,50.41,10.96,-2.5,33.7,7,JENA STERNWARTE
1919,17,LOCID000045,6,8,9.76,109,248,28,463.2,6,2,79,0,1,25.3,33.7,4.6,48,20,34.52,4.11,-12.2,16.3,0,20,45.21,11.23,-8,34.7,6,JENA STERNWARTE
1920,28,LOCID000045,25,7,9.9,108,232,12,542.4,16,4,145.5,43.8,1,43.8,63.2,5.4,35,11.78,43.29,10.68,-11,17.2,0,11.78,52.05,10.96,-7.8,32.6,8,JENA STERNWARTE
1921,30,LOCID000045,25,6,10.91,94,310,18,435.8,12,3,151.8,60.4,2,31.8,43,5.1,53,10.41,41.1,10.68,-14.5,17.9,0,10.41,61.37,17.53,-6.3,35.8,14,JENA STERNWARTE
1922,13,LOCID000045,-99.9,5,-99.9,-99.9,-99.9,-99.9,591.7,15,3,106.2,27.5,1,27.5,51.6,4.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,JENA STERNWARTE
1923,34,LOCID000045,0,5,8.87,81,233,19,468.9,5,0,37.6,0,0,19.9,39.4,3.9,33,12.88,42.47,7.67,-19.7,18.7,0,12.88,43.84,8.22,-7.3,35.3,0,JENA STERNWARTE
1924,23,LOCID000045,0,9,9.37,118,231,27,550.3,12,3,162.7,68.6,1,68.6,83.6,5.5,30,10.68,36.16,4.66,-18.4,17,0,10.68,40,4.11,-8.5,33.1,0,JENA STERNWARTE
1925,12,LOCID000045,6,10,8.93,78,274,13,501.6,9,1,73.4,0,0,20.3,27.5,4.1,31,14.79,52.05,6.3,-20.2,18.4,0,14.79,47.12,8.22,-9.7,34.5,8,JENA STERNWARTE
1926,20,LOCID000045,0,6,8.41,63,242,16,620.1,15,4,146.9,64.6,2,36.2,56.7,4.8,27,10.96,53.97,11.51,-13.6,18,0,10.96,47.95,9.04,-8.8,31.1,6,JENA STERNWARTE
1927,22,LOCID000045,6,9,8.74,76,260,21,532.3,13,1,38.4,0,0,22.5,35,4.6,33,11.78,44.38,8.49,-28.8,17.5,0,11.78,43.01,6.85,-8.5,33.3,6,JENA STERNWARTE
1928,24,LOCID000045,6,6,9.92,79,255,12,482.9,7,0,34.9,0,0,17.9,35.5,4.3,42,15.07,38.9,8.49,-15,18.2,0,15.07,52.88,9.32,-5.7,34.5,0,JENA STERNWARTE
1929,15,LOCID000045,21,8,10.63,104,273,52,408.8,11,1,55.8,0,0,21.8,24.8,3.9,59,18.9,38.9,5.75,-28,17.4,0,18.9,49.32,11.51,-19.7,35.2,0,JENA STERNWARTE
1930,22,LOCID000045,0,6,9.49,87,253,9,482.9,13,2,71.6,30.2,2,30.2,40.8,4.8,38,6.3,45.21,5.48,-11.1,17.3,0,6.3,49.32,10.14,-2.4,34.1,0,JENA STERNWARTE
1931,25,LOCID000045,10,4,9.26,107,220,23,526.9,10,2,113.8,57.8,2,31.1,52.6,4.5,39,13.42,40.27,4.38,-14.3,17.9,0,13.42,41.92,6.3,-6.6,32.3,7,JENA STERNWARTE
1932,27,LOCID000045,12,5,10.03,105,229,13,527,10,4,164.5,100.6,3,68.6,73.9,5.5,51,9.86,41.64,7.67,-16.5,18,0,9.86,49.86,11.78,-9.1,35.8,7,JENA STERNWARTE
1933,25,LOCID000045,32,6,10.25,111,275,36,450.4,13,1,42.8,0,1,25.1,40.1,4.4,49,10.96,33.7,3.56,-22.5,17,0,10.96,43.84,8.49,-12.2,35.2,6,JENA STERNWARTE
1934,16,LOCID000045,6,4,10.45,62,284,6,435.5,14,4,136.1,26.8,3,26.8,42.5,5.9,69,3.84,53.42,9.86,-16,16.7,0,3.84,66.3,14.52,-2.3,33.5,13,JENA STERNWARTE
1935,16,LOCID000045,0,7,9.71,84,278,22,475.1,11,1,57.2,39.2,1,39.2,54.3,4.8,54,7.4,44.11,8.22,-13.8,18.2,0,7.4,53.7,9.86,-7.1,35.5,6,JENA STERNWARTE
1936,14,LOCID000045,0,8,9.05,82,202,11,591.7,13,1,96.6,30.6,1,30.6,59,4.5,37,9.86,50.41,6.58,-17.4,17.9,0,9.86,54.25,7.67,-1.7,34.3,7,JENA STERNWARTE
1937,14,LOCID000045,0,5,9.09,78,223,15,572,12,3,101.9,0,0,24,44.7,4.9,55,5.48,53.7,9.04,-12.2,17.5,0,5.48,52.33,8.22,-7.8,33.6,6,JENA STERNWARTE
1938,24,LOCID000045,9,6,9.71,71,329,20,522.8,12,2,107.8,35.7,1,35.7,44.8,5.3,61,10.96,50.96,10.68,-20.4,18,0,10.96,55.34,15.62,-12.9,33.6,13,JENA STERNWARTE
1939,14,LOCID000045,0,6,8.84,90,284,15,714.7,16,5,155,55,3,27.9,64.9,5.6,48,15.62,48.77,10.41,-17.5,16,0,15.62,46.3,10.68,-6.2,32.6,10,JENA STERNWARTE
1940,18,LOCID000045,44,5,9.33,102,217,57,668.9,19,3,136.5,36.9,1,36.9,61.3,5.8,28,24.66,40,4.93,-27.6,17,0,24.66,38.36,5.21,-17.2,29.9,0,JENA STERNWARTE
