year,cdd,Station,csdi,cwd,DTR,FD,gsl,ID,prcptot,R10mm,R20mm,r95p,r99p,Rnnmm,RX1day,RX5day,sdii,SU,TN10p,TN50p,TN90p,TNn,TNx,TR,TX10p,TX50p,TX90p,TXn,TXx,wsdi,Station_name
1882,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1883,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1884,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1885,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1886,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1887,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1888,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1889,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1890,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1891,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1892,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1893,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1894,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1895,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1896,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1897,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1898,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1899,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1900,22,LOCID000041,7,5,8.14,64,237,14,498.6,16,2,75,0,0,20.3,30.7,4.8,48,6.3,56.44,8.22,-13.5,21,2,6.3,53.7,12.05,-9.2,34.4,0,HALLE
1901,21,LOCID000041,20,5,8.38,93,230,29,442.5,11,5,144,0,1,25.8,48.7,5,49,8.77,48.49,6.03,-19.9,19.1,0,8.77,52.05,9.59,-8.7,31.8,0,HALLE
1902,24,LOCID000041,18,5,7.89,81,317,25,429.2,7,1,50.5,34.8,1,34.8,51.9,4.2,29,13.42,37.26,6.58,-18.1,18.4,0,13.42,39.73,7.4,-10,32,8,HALLE
1903,15,LOCID000041,0,4,8.08,48,318,15,347.3,8,1,60.7,0,1,25.1,44.4,4.3,41,3.84,52.33,8.77,-12.4,18.3,0,3.84,57.53,12.33,-6.5,33.4,25,HALLE
1904,28,LOCID000041,0,3,8.11,60,241,17,346.4,6,2,88,30.7,1,30.7,41.3,4.1,47,4.11,51.78,7.67,-8.3,19.8,0,4.11,58.9,9.32,-3.2,36.7,0,HALLE
1905,15,LOCID000041,0,6,7.58,73,221,12,614.2,14,4,206.1,131.9,3,66.1,70,6,54,11.23,50.41,9.86,-13.7,21.7,2,11.23,52.33,8.49,-8,35.5,0,HALLE
1906,17,LOCID000041,7,7,8.21,70,246,19,581.6,17,4,150.5,38.5,1,38.5,48.5,5.6,44,8.49,52.6,7.12,-12.2,19.6,0,8.49,59.18,14.25,-8.1,32.9,6,HALLE
1907,24,LOCID000041,6,5,7.71,80,222,24,524.3,13,6,199.9,35.1,1,35.1,67.9,5.8,20,12.05,45.48,5.48,-17.9,17.4,0,12.05,47.67,7.95,-12.6,31.4,0,HALLE
1908,41,LOCID000041,16,4,8,89,179,22,570.5,12,4,296.1,172.2,3,87.3,103.1,7,37,13.42,42.19,4.66,-15.6,19.4,0,13.42,50.41,8.22,-12.6,35.2,0,HALLE
1909,24,LOCID000041,0,5,7.85,98,231,27,428.8,8,3,92.6,27.6,2,27.6,38.9,4.8,18,8.49,40.82,2.74,-13.2,18.9,0,8.49,41.1,6.85,-6.8,32.3,0,HALLE
1910,38,LOCID000041,0,4,7.89,60,271,4,486.4,10,4,154.9,116.8,3,54.6,78.1,5.3,23,4.93,46.58,6.03,-7.3,16.8,0,4.93,51.51,9.86,-1.5,31,8,HALLE
1911,24,LOCID000041,0,5,8.55,57,240,7,239.1,3,0,15.1,0,0,15.1,21,3.2,56,3.01,58.36,10.96,-8.1,19.8,0,3.01,62.47,14.52,-2.5,36.3,13,HALLE
1912,32,LOCID000041,17,4,7.67,52,258,16,461.1,10,1,74.8,27,1,27,34.8,4.7,26,15.07,47.95,9.86,-17.7,17.2,0,15.07,50.68,10.14,-10.9,32.7,0,HALLE
1913,23,LOCID000041,6,5,8.07,57,281,10,363.1,8,0,50.7,0,0,19.6,26.5,4.3,29,8.49,50.41,11.51,-9.9,17.3,0,8.49,56.99,10.41,-4,30,13,HALLE
1914,22,LOCID000041,0,6,7.77,47,280,17,497.2,14,3,123.1,67.8,2,39.8,86.8,5.3,38,9.32,55.07,8.22,-13.1,17.9,0,9.32,57.26,12.05,-6.9,31.7,0,HALLE
1915,27,LOCID000041,6,5,7.87,77,206,17,483.4,12,2,113.5,0,0,21.5,43.8,4.7,32,14.52,40.82,5.75,-11.4,19.8,0,14.52,47.4,9.59,-5.5,34.2,0,HALLE
1916,18,LOCID000041,0,6,7.68,52,291,8,554.6,10,2,198.7,105.8,2,105.8,132.7,5.4,20,7.95,51.51,7.12,-8.4,17.5,0,7.95,54.52,10.14,-1.7,29.9,0,HALLE
1917,21,LOCID000041,22,7,8.14,99,242,43,392.4,11,1,24.1,0,0,24.1,40.9,4.5,63,13.7,44.38,7.4,-22.9,19.5,0,13.7,45.48,11.78,-10.5,33.8,6,HALLE
1918,22,LOCID000041,6,6,7.98,68,298,9,511.9,15,1,139,0,0,22.4,40.3,4.7,27,6.03,49.04,12.88,-10,19.5,0,6.03,52.6,14.52,-3,33.8,17,HALLE
1919,28,LOCID000041,8,6,7.67,89,248,32,459.9,11,3,108.6,48.2,1,48.2,57.4,4.8,37,22.74,38.36,7.67,-12.6,18.5,0,22.74,42.47,10.14,-7,33.6,6,HALLE
1920,44,LOCID000041,10,3,8.25,78,232,15,434.1,10,2,98.5,0,0,23.4,27.2,5,31,9.32,50.96,13.15,-11.5,19.5,0,9.32,55.62,13.42,-6.2,33.4,7,HALLE
1921,30,LOCID000041,12,4,8.81,58,310,17,456.3,16,4,154.7,57.5,3,29.3,48,6.4,47,9.04,52.6,13.15,-10.7,20.8,1,9.04,60.55,20,-5.6,35.2,19,HALLE
1922,15,LOCID000041,33,6,7.91,83,237,28,532,14,3,144.9,40.6,1,40.6,40.6,4.8,26,17.53,36.71,7.67,-16.4,20.3,1,17.53,40.55,7.67,-9.7,35.4,6,HALLE
1923,16,LOCID000041,0,6,7.64,64,244,21,559.7,16,2,197.7,0,1,25.5,44.4,5,30,13.7,44.93,7.12,-16.5,19.9,0,13.7,45.75,9.04,-9.4,35.1,0,HALLE
1924,23,LOCID000041,0,6,8.1,105,228,28,537.3,10,5,188.7,77.8,2,77.8,119.1,5.8,30,7.12,40,5.75,-15,17.8,0,7.12,45.75,6.3,-7.8,32.7,0,HALLE
1925,15,LOCID000041,8,5,8.09,62,274,11,428.3,9,0,30.8,0,0,16,31.6,4.3,34,9.86,52.05,5.48,-13.3,18.6,0,9.86,53.97,12.6,-6.3,35.3,9,HALLE
1926,12,LOCID000041,0,5,7.76,45,242,18,628,18,1,145.5,0,0,23,55.1,4.9,29,6.85,52.6,11.51,-12.2,17.3,0,6.85,55.07,12.05,-8,32,6,HALLE
1927,14,LOCID000041,0,5,7.73,69,260,23,573.6,14,3,126.8,43.7,2,43.7,56,5.1,34,9.32,45.48,8.77,-22.5,18.5,0,9.32,49.59,8.49,-8.7,31.6,7,HALLE
1928,24,LOCID000041,14,5,8.47,71,255,13,422.2,8,1,46.4,30.6,1,30.6,37.5,4.6,37,11.51,45.21,8.22,-10.7,21,1,11.51,57.53,11.51,-4.5,34.5,0,HALLE
1929,15,LOCID000041,31,5,8.91,88,273,52,366.6,8,0,49.4,0,0,17.7,25.6,4.5,51,15.34,44.66,9.04,-27.1,20.5,1,15.34,50.96,13.97,-18.5,34.2,16,HALLE
1930,24,LOCID000041,0,7,8.07,70,253,7,454.2,9,2,68.3,32.7,1,32.7,42.2,4.8,36,3.56,52.33,7.12,-7.3,17.5,0,3.56,53.97,12.6,-1.7,34,6,HALLE
1931,16,LOCID000041,7,4,7.97,99,186,23,493.3,9,4,141.6,28.3,1,28.3,40.5,4.7,33,9.59,43.84,5.48,-14,19,0,9.59,45.48,6.58,-6.1,33,6,HALLE
1932,24,LOCID000041,6,8,8.27,90,229,12,484.5,11,3,149.4,100.3,3,46.3,94.9,5.5,47,5.48,47.12,11.23,-15.5,19.8,0,5.48,52.88,12.6,-9.1,36,0,HALLE
1933,25,LOCID000041,21,5,8.79,88,250,39,370.4,6,0,15.4,0,0,15.4,32.9,4,36,8.22,40.55,4.38,-19.1,19.5,0,8.22,52.05,10.14,-11,34.5,6,HALLE
1934,27,LOCID000041,0,6,8.72,38,285,4,391.7,12,3,137.5,0,1,25.1,36.3,5.4,65,3.29,64.38,13.15,-12.5,18.4,0,3.29,72.05,19.45,-3.9,32.8,15,HALLE
1935,21,LOCID000041,7,7,8.41,66,279,21,421.4,10,3,117.5,38.8,1,38.8,53.9,5,43,6.3,51.51,7.95,-11.5,21.7,1,6.3,58.63,11.23,-7,34.7,8,HALLE
1936,14,LOCID000041,8,5,7.75,60,201,6,453.5,11,0,48.6,0,0,18.1,32.2,4.8,28,7.12,56.44,8.22,-12.6,18.6,0,7.12,57.81,8.77,-3.8,34.4,7,HALLE
1937,14,LOCID000041,6,3,7.89,76,223,19,510.6,10,4,168,27.6,2,27.6,50.5,4.6,43,4.66,53.7,6.3,-13.2,18.3,0,4.66,54.79,8.22,-8,35,0,HALLE
1938,16,LOCID000041,0,6,8.15,56,284,20,455.1,14,1,57.6,0,1,25.4,50.2,4.9,47,8.77,53.97,11.51,-16.1,18.9,0,8.77,55.62,15.34,-12.4,32.5,16,HALLE
1939,13,LOCID000041,8,6,7.6,73,284,16,738.5,17,7,263,124.4,6,35.6,72.5,5.8,41,11.78,49.59,10.41,-12,17.9,0,11.78,49.04,10.96,-6.1,31.9,9,HALLE
1940,17,LOCID000041,46,8,8.57,114,221,60,498.1,12,3,131.1,32.3,2,32.3,55.4,5,31,23.29,35.62,3.29,-23,16.7,0,23.29,40,6.85,-17.3,29,0,HALLE
1941,23,LOCID000041,12,7,7.65,106,198,30,686.6,15,2,125.9,55.3,1,55.3,70.4,5.6,25,16.99,36.99,5.75,-15.1,18.7,0,16.99,38.36,5.48,-9.4,31.1,0,HALLE
1942,32,LOCID000041,20,5,7.85,96,219,46,457.6,12,2,175.7,0,0,21,44.1,5.4,35,13.7,42.19,7.95,-22.4,18.2,0,13.7,46.03,9.32,-14.6,32.7,10,HALLE
1943,38,LOCID000041,7,7,8.79,70,240,14,558.9,10,4,283.8,195.3,3,132.5,132.5,6.3,35,2.19,46.85,7.12,-15,19.2,0,2.19,57.26,15.89,-6.8,36.8,6,HALLE
1944,25,LOCID000041,0,6,7.97,71,216,19,528.9,13,3,111.5,30,1,30,59.7,4.7,43,8.77,46.03,8.22,-11.7,19.6,0,8.77,50.14,9.86,-7.3,33.3,10,HALLE
1945,14,LOCID000041,8,5,8.12,58,244,22,563.8,13,3,147.9,36.3,2,36.3,73.9,5.1,36,6.03,52.88,8.22,-11.5,18.3,0,6.03,53.97,10.41,-6.6,33.4,0,HALLE
1946,15,LOCID000041,17,6,7.82,80,277,25,542.4,13,2,158.7,108.5,2,76.2,99.9,5.3,34,10.96,52.6,9.04,-16.3,19.9,0,10.96,49.59,10.96,-9.8,34,0,HALLE
1947,19,LOCID000041,33,8,8.94,95,218,56,371.1,6,1,28,28,1,28,32.4,4,72,13.42,50.68,13.7,-19.8,20.9,2,13.42,57.81,18.63,-12.5,37.5,27,HALLE
1948,21,LOCID000041,0,6,8.48,62,325,12,528.1,13,5,194.6,97.6,3,43,71.9,5.5,39,6.85,53.97,13.7,-13.4,18.6,0,6.85,62.47,18.63,-7.6,34,37,HALLE
1949,45,LOCID000041,8,4,8.6,62,255,7,376.7,7,1,61.2,26.7,1,26.7,41.1,5.1,50,6.03,60.55,13.15,-11.8,19,0,6.03,65.75,19.45,-2.2,34.9,21,HALLE
1950,14,LOCID000041,9,7,7.79,68,249,25,567.9,14,3,179,113.3,3,55.2,57.7,5.7,45,6.03,55.07,12.88,-16.1,20.6,1,6.03,54.25,13.15,-10.5,33.3,9,HALLE
1951,22,LOCID000041,7,5,8.12,48,272,3,477.9,11,6,184.2,63.9,2,36.2,43.5,5.4,40,3.56,60,7.67,-11.3,18.4,0,3.56,64.11,7.4,-1.4,33.5,0,HALLE
1952,15,LOCID000041,0,4,7.29,86,217,11,611.4,15,3,225.6,91.9,2,52.9,66.9,6,41,12.88,47.12,11.78,-8.6,20.4,2,12.88,41.64,9.04,-3,36.2,15,HALLE
1953,28,LOCID000041,0,6,8.38,60,297,11,480.6,11,1,134.3,39.1,1,39.1,68.1,5.6,46,3.84,54.52,14.25,-13.3,18.2,0,3.84,62.74,16.99,-7.4,33.4,20,HALLE
1954,25,LOCID000041,17,6,7.7,69,238,35,634.3,13,4,214.3,133.3,4,40,79.6,5.8,24,10.14,51.23,9.04,-19,20.4,1,10.14,50.68,9.32,-12.7,34,0,HALLE
1955,18,LOCID000041,6,5,7.6,91,238,25,600.8,14,5,183.9,56.7,3,28.4,57,5.3,30,10.14,44.93,8.77,-15.5,19.2,0,10.14,45.48,6.58,-9.2,30.7,0,HALLE
1956,20,LOCID000041,23,8,7.24,77,243,40,604.8,15,3,229.6,125.8,3,68.1,95.1,5.7,21,17.53,45.21,7.67,-21.4,17.7,0,17.53,43.84,6.03,-17.6,30.7,0,HALLE
1957,18,LOCID000041,0,4,7.45,50,285,10,506.6,15,2,88,33.2,1,33.2,52.4,5,33,8.22,57.26,15.34,-13.8,22,3,8.22,56.44,12.88,-8.4,36.8,6,HALLE
1958,22,LOCID000041,7,7,7,73,284,9,554.7,15,3,182.8,65.2,2,34.1,42.5,5.4,37,7.67,59.73,10.68,-10,18.9,0,7.67,52.05,9.32,-5.7,33.2,8,HALLE
1959,33,LOCID000041,7,4,9.14,58,271,15,357.8,8,4,140.2,34.9,1,34.9,46.4,5,55,2.19,55.07,13.42,-10.5,19.9,0,2.19,67.12,17.81,-4.5,37.9,14,HALLE
1960,23,LOCID000041,0,4,7.68,62,342,17,484.5,9,1,89.2,0,0,22.1,38.2,4.4,31,6.85,54.52,9.32,-15,19.4,0,6.85,56.16,9.59,-9,32.1,0,HALLE
1961,23,LOCID000041,0,6,8,45,285,20,507.3,9,2,114.5,39,1,39,54.6,4.9,42,9.48,62.47,14.27,-14.5,18.9,0,9.48,59.29,20.71,-8.6,33.1,7,HALLE
1962,34,LOCID000041,6,6,7.28,80,298,25,333.3,3,0,34.2,0,0,18.3,31.1,3.5,30,13.1,43.7,8.24,-16,18.8,0,13.1,40.78,10,-9.3,30.9,0,HALLE
1963,26,LOCID000041,12,7,7.77,97,270,63,372,9,3,70.9,0,0,24.9,36,4.5,45,15.89,51.28,11.98,-19,22,3,15.89,48.63,9.53,-13,35.2,0,HALLE
1964,30,LOCID000041,0,4,7.78,75,209,31,375.8,6,1,106.8,57.6,1,57.6,66.5,4.3,58,8.69,49.66,15.95,-13.8,22.2,2,8.69,48.81,13.99,-6.4,34.8,0,HALLE
1965,15,LOCID000041,7,5,7.16,70,243,20,513.5,10,3,108.9,32.5,1,32.5,47.1,4.7,22,8.52,49.15,4.02,-14,18.4,0,8.52,45.94,5.56,-4.9,31.4,0,HALLE
1966,17,LOCID000041,0,6,7.11,58,274,24,578.7,16,2,95.9,0,0,22.1,50.6,5.1,36,9.88,57.39,16.33,-14.2,19.2,0,9.88,50.26,14.42,-9.5,35.8,10,HALLE
1967,22,LOCID000041,0,6,7.88,52,293,11,484.6,9,2,129,97.5,2,63.3,70.6,5.2,34,6.07,57.69,12.45,-10.9,18.9,0,6.07,62.02,11.17,-8.3,32.2,7,HALLE
1968,23,LOCID000041,6,4,7.96,90,241,33,474.5,13,2,95.4,26.4,1,26.4,50.6,5.3,40,8.17,48.39,7.09,-14.4,18.3,0,8.17,46.73,8.56,-8.8,31.1,7,HALLE
1969,31,LOCID000041,0,5,8.03,118,233,46,418.9,10,1,61.5,28.2,1,28.2,52.5,4.9,44,17.45,42.26,7.71,-21.7,20.3,1,17.45,48.49,9.78,-16.1,33.6,8,HALLE
1970,18,LOCID000041,0,5,7.47,85,241,37,650.3,13,5,206.6,128,3,53,94.3,5.6,35,9.47,41.17,6.17,-16,17.9,0,9.47,42.2,4.98,-11.7,32.3,0,HALLE
1971,32,LOCID000041,7,6,8.63,68,300,20,408,8,4,137.5,34.6,1,34.6,53.5,5,40,10.15,49.61,10.07,-20.1,21.5,1,10.15,59.3,12.47,-11.1,33.9,0,HALLE
1972,41,LOCID000041,10,4,8.04,71,245,19,437.4,14,3,181.1,0,1,26.3,53.4,6.1,28,10.09,41.81,6.8,-15.2,19.1,0,10.09,45.65,7.52,-9.2,32.8,7,HALLE
1973,23,LOCID000041,0,5,8.13,70,250,10,398.2,4,1,84,67.8,1,67.8,72.2,4.4,46,6.07,49.35,5.64,-10.6,19.7,0,6.07,53.35,8.63,-5.2,32.7,6,HALLE
1974,27,LOCID000041,0,9,7.68,29,332,0,539.5,18,2,104.9,33.7,1,33.7,48.8,5.4,21,7.86,54.11,9.98,-5.6,18.8,0,7.86,54.61,14.68,0.8,35.8,8,HALLE
1975,27,LOCID000041,0,5,7.69,54,303,11,350.9,6,2,80.2,64.1,2,36.7,45,4.4,52,6.55,58.55,14.53,-11,18.8,0,6.55,60.77,12.67,-2.4,32.6,8,HALLE
1976,26,LOCID000041,0,7,8.37,79,313,24,270.1,2,0,0,0,0,12.5,25.4,4,44,11.78,44.02,7.4,-12.4,19.8,0,11.78,53.52,12.8,-6.2,35.7,8,HALLE
1977,17,LOCID000041,0,5,7.13,52,273,8,578.9,17,5,244.3,63.1,4,34.4,53.1,5.8,15,8.32,55.82,13.83,-9.9,18.2,0,8.32,47.86,11.03,-3.5,30,0,HALLE
1978,35,LOCID000041,0,4,7.03,73,275,24,376.5,11,1,61.1,0,0,24.6,48.7,4.9,20,16.11,45.18,8.23,-18.5,18.6,0,16.11,39.61,5.78,-11.6,30.6,0,HALLE
1979,14,LOCID000041,13,5,7.33,84,214,29,439.2,8,2,67.6,27.3,1,27.3,55.2,4.8,27,11.32,41.73,8.41,-19,18.5,0,11.32,36.67,8.84,-11.1,30.9,14,HALLE
1980,29,LOCID000041,18,5,7.29,89,219,32,450,11,3,104.1,42.9,1,42.9,68.6,5.4,13,17.24,37.29,5.91,-13.1,18.2,0,17.24,39.91,5.22,-9,31.3,0,HALLE
1981,-99.9,LOCID000041,6,-99.9,7.28,88,245,33,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,28,10.99,49.11,12.69,-17.9,19.3,0,10.99,44.64,10.68,-8.5,31.1,0,HALLE
1982,-99.9,LOCID000041,0,-99.9,8.32,73,247,17,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,56,5.05,51.5,10.79,-14.6,19.5,0,5.05,57.72,13.47,-8.6,32.7,13,HALLE
1983,-99.9,LOCID000041,0,-99.9,7.78,64,251,17,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,54,6.52,58.28,17.63,-15.3,20.7,2,6.52,58.9,14.87,-4.1,32.8,7,HALLE
1984,28,LOCID000041,6,4,6.84,76,234,12,440.1,14,1,95.8,0,1,26,37.5,5.6,20,11.33,46.14,7.23,-9.5,20.3,1,11.33,44.38,4.45,-2.9,36.5,0,HALLE
1985,21,LOCID000041,7,5,7.47,96,208,47,286.5,2,0,16.6,0,0,16.6,21.8,3.7,30,19.03,42.14,11.18,-18.2,19,0,19.03,44.62,7.89,-10.7,31.9,0,HALLE
1986,30,LOCID000041,7,11,7.79,74,271,39,490.2,12,2,162.4,31.2,1,31.2,48.1,5.3,40,17.08,46.42,7.61,-21.1,19.2,0,17.08,50.74,8.46,-10.8,32.6,0,HALLE
1987,21,LOCID000041,25,7,7.02,88,245,44,496,9,2,101.3,65.3,2,33.1,49.4,4.9,18,20.48,42.56,9.29,-24.2,18.7,0,20.48,33.61,6.12,-15.7,30.7,0,HALLE
1988,14,LOCID000041,0,8,7.26,58,307,6,395,8,0,35.9,0,0,18.9,37.7,4.1,32,4.1,60.82,12.83,-7.5,20.6,1,4.1,56.44,9.87,-2.2,31.3,7,HALLE
1989,32,LOCID000041,0,6,8.21,55,259,10,366,8,0,31.6,0,0,16,30.5,4.3,39,5.86,55.48,16.47,-7.9,19.4,0,5.86,63.58,17.5,-4.7,34,20,HALLE
1990,-99.9,LOCID000041,0,-99.9,7.85,46,305,7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,28,3.4,55.29,12.07,-7.1,19.8,0,3.4,56.15,16.95,-1.4,33.1,32,HALLE
1991,-99.9,LOCID000041,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HALLE
1992,-99.9,LOCID000041,0,0,8.52,60,282,15,0,0,0,0,0,0,0,0,0,62,6.03,52.33,9.86,-9.5,20,0,6.03,60.55,14.25,-3.6,36.9,0,HALLE
1993,522,LOCID000041,20,7,7.95,83,233,28,518,16,3,201,60,1,60,81,6.7,34,16.16,44.66,8.22,-14.8,16.8,0,16.16,46.85,13.15,-9.4,30.2,18,HALLE
1994,25,LOCID000041,0,5,8.05,45,291,10,715,18,9,322,233,8,52,104,7.5,43,4.66,60,16.16,-11.4,21.2,2,4.66,63.01,15.07,-3.7,34.9,12,HALLE
1995,29,LOCID000041,0,5,8.04,86,264,26,536,9,4,140,70,4,40,51,5,48,9.59,45.48,12.6,-11.9,18.8,0,9.59,55.07,14.25,-6.9,34.2,12,HALLE
1996,40,LOCID000041,17,4,7.43,116,222,50,345,4,1,28,28,1,28,43,4.2,26,20.27,32.33,3.84,-20.2,17.3,0,20.27,34.52,6.58,-12.2,31.6,28,HALLE
1997,30,LOCID000041,0,7,8.27,76,260,16,506,13,3,114,75,2,38,89,5.3,50,7.95,49.59,9.86,-19.7,19.8,0,7.95,55.34,12.6,-13.7,32.2,6,HALLE
1998,24,LOCID000041,0,5,7.74,66,318,18,512,16,4,124,0,1,26,59,4.9,37,9.32,54.25,15.34,-14.7,20.8,1,9.32,53.7,16.44,-6.9,35,17,HALLE
1999,16,LOCID000041,6,5,8.02,65,299,9,502,15,2,93,36,1,36,47,5.3,49,3.84,60.27,11.78,-11.4,18.9,0,3.84,61.92,13.15,-2.9,32.8,8,HALLE
2000,15,LOCID000041,0,5,8.2,44,315,8,483,14,1,82,0,0,21,44,4.5,38,4.38,60.55,14.79,-12.5,18.2,0,4.38,66.3,16.99,-4.1,34.8,14,HALLE
2001,16,LOCID000041,0,6,7.7,79,274,15,573,11,3,152,57,1,57,80,5.1,37,8.22,50.41,11.51,-11.5,19.9,0,8.22,51.51,10.14,-7.1,34.7,0,HALLE
2002,22,LOCID000041,7,4,7.87,72,315,18,639,18,7,307,150,7,53,103,6.5,43,8.77,59.18,12.6,-13.3,18.6,0,8.77,54.52,14.79,-7.1,34,23,HALLE
