year,cdd,Station,csdi,cwd,DTR,FD,gsl,ID,prcptot,R10mm,R20mm,r95p,r99p,Rnnmm,RX1day,RX5day,sdii,SU,TN10p,TN50p,TN90p,TNn,TNx,TR,TX10p,TX50p,TX90p,TXn,TXx,wsdi,Station_name
1919,12.0,LOCID000050,14.0,8.0,8.3,111.0,249.0,39.0,546.2,14.0,1.0,86.6,35.5,1.0,35.5,42.9,4.9,35.0,21.37,38.9,8.77,-15.6,17.4,0.0,21.37,44.11,9.59,-7.2,34.1,0.0,POTSDAM
1920,43.0,LOCID000050,23.0,5.0,8.47,96.0,231.0,25.0,562.6,13.0,5.0,176.5,137.6,4.0,51.1,59.4,5.6,25.0,9.86,53.15,12.88,-10.7,19.5,0.0,9.86,53.42,12.6,-5.4,32.5,0.0,POTSDAM
1921,24.0,LOCID000050,21.0,12.0,9.41,77.0,310.0,17.0,540.3,18.0,3.0,159.0,0.0,0.0,24.6,36.7,5.7,51.0,11.23,52.33,14.52,-17.6,20.4,1.0,11.23,60.55,18.9,-7.8,35.6,7.0,POTSDAM
1922,16.0,LOCID000050,40.0,5.0,8.06,104.0,234.0,35.0,620.6,12.0,2.0,161.5,82.6,2.0,44.8,65.2,4.9,26.0,20.27,34.52,6.58,-17.1,20.2,1.0,20.27,35.34,6.03,-9.9,36.8,0.0,POTSDAM
1923,30.0,LOCID000050,9.0,6.0,7.67,84.0,244.0,28.0,497.0,10.0,0.0,30.9,0.0,0.0,15.7,36.4,4.3,27.0,15.34,46.58,9.04,-16.2,20.3,1.0,15.34,43.56,9.04,-8.7,35.3,6.0,POTSDAM
1924,22.0,LOCID000050,0.0,4.0,8.44,118.0,209.0,39.0,465.6,12.0,2.0,76.1,40.1,1.0,40.1,57.3,5.1,27.0,9.04,43.56,5.21,-14.2,17.3,0.0,9.04,45.21,5.75,-8.1,32.4,0.0,POTSDAM
1925,17.0,LOCID000050,0.0,13.0,8.23,76.0,274.0,19.0,550.4,9.0,1.0,22.4,0.0,0.0,22.4,39.9,4.4,39.0,12.88,53.97,9.86,-13.4,18.5,0.0,12.88,51.51,11.23,-5.5,34.6,9.0,POTSDAM
1926,23.0,LOCID000050,0.0,10.0,7.44,65.0,207.0,18.0,763.6,19.0,6.0,230.5,130.8,4.0,43.6,64.1,5.6,24.0,7.95,59.73,14.52,-12.6,19.1,0.0,7.95,50.41,8.77,-6.9,32.0,9.0,POTSDAM
1927,16.0,LOCID000050,0.0,8.0,7.43,86.0,257.0,37.0,746.8,15.0,5.0,296.3,163.2,3.0,83.1,83.1,5.8,31.0,11.78,47.95,10.96,-20.0,18.6,0.0,11.78,43.29,7.12,-11.6,32.3,0.0,POTSDAM
1928,31.0,LOCID000050,14.0,10.0,8.43,90.0,204.0,21.0,542.2,11.0,0.0,52.3,0.0,0.0,19.4,34.3,4.6,34.0,12.33,45.75,10.14,-11.2,18.6,0.0,12.33,52.05,11.78,-7.9,35.1,0.0,POTSDAM
1929,16.0,LOCID000050,23.0,8.0,8.85,95.0,236.0,58.0,400.2,10.0,1.0,54.7,0.0,0.0,22.1,39.8,4.4,45.0,14.79,46.3,10.14,-26.8,19.4,0.0,14.79,46.85,10.41,-16.0,34.7,0.0,POTSDAM
1930,25.0,LOCID000050,0.0,7.0,7.85,82.0,248.0,12.0,663.8,20.0,3.0,209.4,129.3,3.0,48.4,76.7,6.0,28.0,5.75,57.26,7.95,-7.2,17.8,0.0,5.75,50.14,10.41,-2.3,33.7,0.0,POTSDAM
1931,31.0,LOCID000050,9.0,7.0,7.7,118.0,181.0,33.0,697.5,18.0,5.0,226.6,118.1,3.0,56.5,90.3,5.7,32.0,13.97,47.67,7.4,-12.5,18.9,0.0,13.97,39.18,6.03,-6.1,32.4,8.0,POTSDAM
1932,23.0,LOCID000050,7.0,5.0,8.29,104.0,229.0,17.0,474.9,10.0,1.0,107.4,0.0,0.0,21.9,41.2,5.0,44.0,5.75,53.7,12.6,-16.2,20.7,2.0,5.75,50.41,12.05,-8.1,37.2,0.0,POTSDAM
1933,38.0,LOCID000050,12.0,7.0,8.89,101.0,242.0,45.0,476.6,11.0,3.0,127.7,71.8,2.0,44.0,52.8,5.0,32.0,9.59,38.36,4.38,-19.5,19.1,0.0,9.59,46.58,7.12,-12.0,33.7,7.0,POTSDAM
1934,24.0,LOCID000050,0.0,9.0,9.11,59.0,235.0,6.0,461.0,14.0,3.0,167.3,31.7,1.0,31.7,65.9,5.5,61.0,2.19,62.74,13.15,-10.2,18.0,0.0,2.19,72.33,16.16,-3.8,33.2,14.0,POTSDAM
1935,15.0,LOCID000050,7.0,7.0,8.44,88.0,277.0,24.0,585.8,14.0,3.0,167.9,64.5,2.0,33.6,52.1,5.4,40.0,7.4,49.86,10.41,-14.1,20.7,2.0,7.4,53.15,8.77,-7.6,34.5,6.0,POTSDAM
1936,17.0,LOCID000050,8.0,5.0,8.17,93.0,245.0,10.0,504.4,8.0,3.0,98.8,58.5,2.0,32.7,58.1,4.7,30.0,10.41,52.6,6.03,-13.7,18.0,0.0,10.41,52.33,8.22,-4.2,34.7,7.0,POTSDAM
1937,13.0,LOCID000050,6.0,13.0,7.93,100.0,222.0,33.0,609.5,14.0,4.0,137.0,92.7,2.0,58.8,76.4,4.8,47.0,8.77,55.07,11.51,-14.4,18.6,0.0,8.77,52.6,7.95,-8.9,35.0,0.0,POTSDAM
1938,22.0,LOCID000050,6.0,9.0,8.4,73.0,284.0,20.0,517.2,10.0,3.0,98.0,0.0,0.0,24.4,49.9,4.8,46.0,7.4,56.99,13.42,-16.9,18.6,0.0,7.4,59.45,12.88,-13.5,33.9,13.0,POTSDAM
1939,18.0,LOCID000050,9.0,11.0,8.03,90.0,308.0,20.0,693.5,14.0,5.0,211.8,108.2,4.0,27.9,48.0,5.5,42.0,13.42,52.33,13.7,-13.6,18.3,0.0,13.42,50.41,12.05,-5.7,31.6,14.0,POTSDAM
1940,24.0,LOCID000050,32.0,11.0,8.79,125.0,216.0,61.0,560.5,11.0,1.0,116.2,69.2,1.0,69.2,76.1,5.1,38.0,24.66,38.9,4.11,-22.5,16.4,0.0,24.66,38.9,5.48,-14.2,30.2,0.0,POTSDAM
1941,24.0,LOCID000050,15.0,6.0,7.84,120.0,197.0,42.0,634.6,16.0,4.0,171.7,35.9,1.0,35.9,50.9,5.0,26.0,20.55,35.07,6.58,-21.8,19.0,0.0,20.55,38.08,5.75,-12.7,32.4,0.0,POTSDAM
1942,31.0,LOCID000050,19.0,5.0,8.55,122.0,218.0,52.0,480.2,13.0,1.0,105.7,0.0,0.0,20.8,36.6,4.9,32.0,15.07,38.08,6.85,-22.2,19.4,0.0,15.07,43.56,10.14,-14.2,32.8,13.0,POTSDAM
1943,39.0,LOCID000050,8.0,7.0,9.19,100.0,228.0,18.0,413.5,10.0,3.0,66.8,0.0,0.0,23.3,39.8,4.8,36.0,4.66,46.03,10.14,-16.5,21.5,3.0,4.66,58.08,15.34,-9.2,37.4,0.0,POTSDAM
1944,25.0,LOCID000050,6.0,6.0,8.24,89.0,287.0,16.0,502.5,11.0,0.0,50.3,0.0,0.0,19.5,41.3,4.4,49.0,7.12,52.33,12.05,-14.2,18.8,0.0,7.12,50.68,9.86,-5.1,34.1,12.0,POTSDAM
1945,13.0,LOCID000050,6.0,8.0,7.65,69.0,242.0,22.0,574.5,14.0,1.0,105.9,37.7,1.0,37.7,75.2,5.0,33.0,7.67,59.45,16.44,-15.9,20.0,0.0,7.67,51.51,9.32,-7.0,33.0,0.0,POTSDAM
1946,26.0,LOCID000050,9.0,8.0,8.12,100.0,232.0,31.0,511.9,11.0,2.0,78.4,78.4,2.0,51.9,90.0,4.9,37.0,10.68,52.33,10.14,-16.2,19.4,0.0,10.68,49.32,10.14,-7.6,36.0,0.0,POTSDAM
1947,16.0,LOCID000050,32.0,8.0,8.97,104.0,210.0,57.0,569.7,14.0,4.0,129.9,71.1,2.0,43.2,60.0,5.1,71.0,16.16,52.05,14.79,-19.8,20.4,1.0,16.16,52.05,16.71,-12.8,35.5,18.0,POTSDAM
1948,29.0,LOCID000050,0.0,5.0,8.75,79.0,233.0,14.0,605.4,16.0,4.0,231.7,102.0,2.0,68.0,91.4,6.9,46.0,5.75,56.44,14.25,-14.5,18.7,0.0,5.75,62.47,15.34,-7.3,33.8,0.0,POTSDAM
1949,35.0,LOCID000050,8.0,5.0,9.03,80.0,220.0,7.0,484.3,11.0,2.0,104.2,48.2,1.0,48.2,73.6,5.2,47.0,6.03,58.9,12.05,-11.8,17.4,0.0,6.03,62.74,16.44,-3.3,34.9,14.0,POTSDAM
1950,15.0,LOCID000050,0.0,4.0,8.11,90.0,224.0,30.0,578.6,15.0,3.0,95.6,52.8,2.0,27.3,48.5,5.3,42.0,7.12,56.16,12.05,-15.5,20.1,2.0,7.12,51.78,9.04,-10.0,32.7,8.0,POTSDAM
1951,25.0,LOCID000050,12.0,5.0,8.57,69.0,253.0,13.0,558.0,19.0,3.0,156.4,53.8,2.0,28.5,49.0,6.1,43.0,4.38,56.99,9.59,-12.6,18.9,0.0,4.38,62.74,6.85,-4.9,33.4,0.0,POTSDAM
1952,12.0,LOCID000050,8.0,4.0,7.8,113.0,197.0,20.0,515.3,10.0,1.0,110.0,25.0,1.0,25.0,36.9,4.7,40.0,14.52,42.47,9.32,-10.4,18.6,0.0,14.52,39.18,5.75,-5.6,34.6,6.0,POTSDAM
1953,28.0,LOCID000050,0.0,8.0,8.95,85.0,289.0,16.0,464.3,11.0,2.0,109.0,71.5,2.0,45.4,70.9,5.0,47.0,3.84,54.79,16.16,-18.2,18.5,0.0,3.84,61.37,18.63,-7.5,32.5,13.0,POTSDAM
1954,23.0,LOCID000050,22.0,9.0,8.24,96.0,230.0,41.0,672.0,15.0,5.0,253.0,178.5,4.0,54.2,110.0,5.6,25.0,15.62,45.75,8.22,-20.0,18.4,0.0,15.62,44.93,7.67,-12.4,34.1,0.0,POTSDAM
1955,17.0,LOCID000050,10.0,5.0,8.47,109.0,208.0,28.0,662.1,20.0,4.0,163.2,29.1,1.0,29.1,53.6,5.7,37.0,10.96,42.74,10.68,-17.8,18.5,0.0,10.96,46.03,6.03,-5.7,30.5,0.0,POTSDAM
1956,16.0,LOCID000050,21.0,7.0,8.08,105.0,189.0,42.0,690.0,17.0,6.0,192.9,54.8,2.0,28.8,56.1,5.6,22.0,20.55,36.99,6.03,-23.0,16.9,0.0,20.55,41.1,5.75,-15.3,30.9,0.0,POTSDAM
1957,17.0,LOCID000050,7.0,5.0,8.43,76.0,285.0,8.0,545.3,14.0,2.0,94.3,34.5,1.0,34.5,48.5,5.4,34.0,7.4,50.96,12.33,-16.5,20.7,1.0,7.4,53.15,11.23,-10.6,34.8,0.0,POTSDAM
1958,16.0,LOCID000050,0.0,6.0,7.81,98.0,282.0,10.0,684.2,16.0,4.0,192.7,102.4,3.0,41.7,72.3,5.7,22.0,8.22,49.04,6.03,-14.4,17.4,0.0,8.22,46.85,5.21,-6.5,32.2,7.0,POTSDAM
1959,38.0,LOCID000050,0.0,5.0,9.47,81.0,253.0,18.0,477.0,9.0,6.0,243.5,192.5,6.0,39.4,76.9,6.6,50.0,3.01,52.88,12.33,-11.8,20.1,1.0,3.01,63.84,13.15,-6.6,38.4,8.0,POTSDAM
1960,20.0,LOCID000050,0.0,6.0,8.21,81.0,253.0,21.0,642.9,20.0,4.0,154.9,62.5,2.0,37.3,63.3,5.2,20.0,8.22,50.96,6.3,-14.8,17.8,0.0,8.22,51.23,4.66,-8.1,33.3,0.0,POTSDAM
1961,23.0,LOCID000050,6.0,10.0,8.55,70.0,272.0,19.0,740.0,19.0,7.0,238.2,54.6,2.0,28.1,59.3,5.8,31.0,10.95,55.75,12.3,-19.5,18.5,0.0,10.95,55.89,15.55,-10.7,34.0,7.0,POTSDAM
1962,32.0,LOCID000050,8.0,5.0,7.92,100.0,217.0,30.0,483.5,14.0,1.0,104.2,34.4,1.0,34.4,46.1,4.6,16.0,16.26,34.57,4.96,-15.5,16.4,0.0,16.26,36.84,5.64,-10.6,30.3,0.0,POTSDAM
1963,29.0,LOCID000050,19.0,6.0,9.05,116.0,239.0,65.0,440.1,9.0,2.0,97.3,0.0,0.0,21.8,38.3,5.0,47.0,15.89,41.03,7.85,-20.9,20.0,0.0,15.89,47.74,9.43,-11.9,35.9,0.0,POTSDAM
1964,31.0,LOCID000050,0.0,6.0,8.58,101.0,209.0,32.0,475.4,8.0,3.0,98.5,78.2,2.0,41.6,80.9,4.8,44.0,12.03,44.29,10.15,-16.8,20.1,1.0,12.03,46.29,9.9,-10.6,35.2,0.0,POTSDAM
1965,16.0,LOCID000050,12.0,7.0,8.18,100.0,229.0,21.0,611.5,18.0,1.0,101.6,0.0,0.0,23.4,41.6,4.7,20.0,9.71,42.37,1.15,-16.6,17.3,0.0,9.71,43.42,5.2,-5.7,29.9,0.0,POTSDAM
1966,18.0,LOCID000050,0.0,8.0,7.71,86.0,264.0,34.0,693.6,21.0,4.0,153.9,0.0,0.0,24.3,57.6,5.5,38.0,9.99,53.64,16.05,-15.1,20.2,1.0,9.99,47.61,11.7,-7.8,32.9,0.0,POTSDAM
1967,16.0,LOCID000050,0.0,8.0,8.2,73.0,258.0,11.0,666.0,19.0,3.0,105.7,0.0,0.0,23.3,36.2,5.5,36.0,5.7,62.49,11.07,-17.2,19.0,0.0,5.7,62.9,9.25,-8.4,32.4,0.0,POTSDAM
1968,27.0,LOCID000050,0.0,6.0,8.23,100.0,239.0,31.0,594.6,12.0,3.0,143.1,94.3,3.0,38.4,57.9,5.3,43.0,7.44,53.92,10.24,-16.4,18.2,0.0,7.44,48.12,11.65,-7.9,33.1,6.0,POTSDAM
1969,22.0,LOCID000050,6.0,6.0,8.4,124.0,233.0,52.0,558.6,14.0,4.0,161.3,104.2,2.0,79.2,93.4,5.5,47.0,16.94,45.05,8.34,-24.5,19.9,0.0,16.94,44.66,10.62,-16.6,34.4,6.0,POTSDAM
1970,15.0,LOCID000050,0.0,5.0,8.09,115.0,219.0,42.0,593.9,8.0,1.0,54.7,0.0,0.0,23.4,34.1,4.9,46.0,11.8,42.05,7.9,-17.9,17.7,0.0,11.8,40.16,7.26,-12.4,31.9,0.0,POTSDAM
1971,39.0,LOCID000050,0.0,5.0,8.62,82.0,248.0,18.0,503.3,12.0,3.0,142.4,53.7,2.0,27.2,67.7,5.5,47.0,10.82,53.36,14.7,-19.2,20.1,2.0,10.82,59.88,13.59,-11.0,34.4,0.0,POTSDAM
1972,22.0,LOCID000050,0.0,6.0,8.08,81.0,245.0,23.0,479.2,12.0,2.0,75.6,35.8,1.0,35.8,55.1,4.9,29.0,10.64,47.03,8.66,-16.0,20.3,1.0,10.64,43.49,6.85,-10.1,33.2,13.0,POTSDAM
1973,27.0,LOCID000050,6.0,7.0,8.35,101.0,238.0,14.0,463.8,6.0,1.0,53.3,0.0,0.0,22.2,49.1,4.3,48.0,6.99,50.39,9.0,-10.2,19.1,0.0,6.99,54.19,6.33,-5.0,32.9,0.0,POTSDAM
1974,26.0,LOCID000050,0.0,8.0,7.96,52.0,316.0,2.0,699.3,18.0,4.0,202.8,64.6,2.0,34.2,52.8,5.5,19.0,8.39,57.0,11.2,-6.9,19.9,0.0,8.39,52.59,13.33,-0.8,35.5,7.0,POTSDAM
1975,23.0,LOCID000050,0.0,8.0,8.41,68.0,253.0,7.0,411.3,6.0,1.0,57.1,57.1,1.0,57.1,62.5,4.7,52.0,7.19,58.62,14.68,-10.9,18.9,0.0,7.19,57.62,14.62,-3.4,34.2,7.0,POTSDAM
1976,20.0,LOCID000050,0.0,6.0,8.82,100.0,265.0,26.0,349.6,7.0,0.0,15.4,0.0,0.0,15.4,36.8,4.2,52.0,11.27,42.57,10.68,-14.6,19.8,0.0,11.27,52.06,11.48,-7.5,36.3,8.0,POTSDAM
1977,20.0,LOCID000050,0.0,5.0,7.79,69.0,259.0,11.0,632.5,12.0,3.0,114.9,71.2,2.0,35.7,42.7,5.4,21.0,7.75,54.93,13.35,-9.3,17.9,0.0,7.75,49.08,10.28,-2.8,31.9,0.0,POTSDAM
1978,17.0,LOCID000050,0.0,8.0,7.9,96.0,257.0,28.0,602.0,8.0,3.0,167.7,105.7,1.0,105.7,118.2,5.3,29.0,14.53,45.98,8.99,-19.0,18.8,0.0,14.53,46.42,9.36,-14.8,32.6,6.0,POTSDAM
1979,13.0,LOCID000050,6.0,8.0,7.88,105.0,197.0,32.0,559.5,11.0,2.0,75.1,0.0,0.0,21.8,56.6,4.6,32.0,14.0,40.91,8.66,-18.8,18.9,0.0,14.0,39.13,9.85,-9.7,33.1,21.0,POTSDAM
1980,19.0,LOCID000050,0.0,6.0,7.86,113.0,218.0,31.0,616.8,13.0,4.0,197.4,88.9,2.0,61.8,74.9,5.3,22.0,14.63,37.28,7.68,-13.7,17.4,0.0,14.63,39.69,7.44,-7.8,32.4,0.0,POTSDAM
1981,21.0,LOCID000050,0.0,7.0,7.67,98.0,245.0,30.0,761.1,19.0,3.0,191.0,80.2,2.0,43.6,84.9,5.7,31.0,11.63,51.41,11.6,-13.9,17.9,0.0,11.63,43.34,9.69,-9.0,31.9,0.0,POTSDAM
1982,28.0,LOCID000050,0.0,5.0,9.21,81.0,247.0,24.0,387.5,8.0,2.0,59.3,0.0,0.0,21.4,33.8,4.6,58.0,2.42,55.52,8.85,-17.8,19.3,0.0,2.42,62.46,14.8,-7.9,34.0,0.0,POTSDAM
1983,17.0,LOCID000050,0.0,8.0,8.46,76.0,242.0,17.0,613.4,14.0,4.0,223.2,64.2,2.0,32.7,78.6,5.3,54.0,5.15,56.42,16.72,-12.3,19.6,0.0,5.15,59.71,14.42,-5.9,36.3,7.0,POTSDAM
1984,20.0,LOCID000050,0.0,7.0,7.66,102.0,219.0,18.0,525.1,12.0,0.0,68.1,0.0,0.0,19.7,36.6,4.7,25.0,11.6,45.43,5.26,-11.1,19.1,0.0,11.6,44.67,4.65,-3.6,36.3,0.0,POTSDAM
1985,22.0,LOCID000050,9.0,7.0,8.21,100.0,235.0,48.0,467.0,4.0,1.0,21.0,0.0,0.0,21.0,33.6,3.6,37.0,15.71,45.95,9.46,-20.3,19.2,0.0,15.71,47.24,7.95,-11.6,33.1,0.0,POTSDAM
1986,24.0,LOCID000050,16.0,6.0,8.6,82.0,236.0,38.0,709.0,21.0,3.0,238.8,72.4,2.0,40.5,69.3,6.0,45.0,15.02,46.35,6.97,-20.1,19.4,0.0,15.02,48.46,10.69,-9.2,35.5,6.0,POTSDAM
1987,20.0,LOCID000050,19.0,9.0,7.71,102.0,232.0,42.0,661.4,17.0,2.0,164.6,28.1,1.0,28.1,72.2,5.1,18.0,16.29,43.8,9.37,-21.1,19.6,0.0,16.29,38.24,4.94,-15.6,32.4,0.0,POTSDAM
1988,24.0,LOCID000050,0.0,5.0,7.99,83.0,307.0,7.0,538.2,5.0,0.0,19.3,0.0,0.0,19.3,41.1,4.4,33.0,6.23,61.11,14.0,-10.5,19.2,0.0,6.23,58.65,11.19,-2.7,30.7,7.0,POTSDAM
1989,25.0,LOCID000050,0.0,6.0,8.95,65.0,256.0,10.0,449.4,14.0,1.0,56.5,26.2,1.0,26.2,46.0,5.2,58.0,5.62,60.49,17.73,-7.7,19.2,0.0,5.62,67.74,21.33,-2.5,35.4,7.0,POTSDAM
1990,29.0,LOCID000050,0.0,7.0,8.4,60.0,304.0,8.0,648.9,16.0,7.0,253.1,137.3,3.0,43.7,100.7,6.2,41.0,2.08,63.17,17.84,-7.5,19.5,0.0,2.08,59.07,19.88,-1.8,33.6,37.0,POTSDAM
1991,17.0,LOCID000050,7.0,4.0,8.54,82.0,233.0,18.0,486.1,10.0,3.0,126.2,67.4,1.0,67.4,70.0,4.8,39.0,7.67,53.15,11.78,-13.7,19.7,0.0,7.67,50.41,13.15,-6.5,35.5,0.0,POTSDAM
1992,27.0,LOCID000050,0.0,7.0,8.69,69.0,265.0,14.0,549.2,13.0,1.0,68.4,31.1,1.0,31.1,41.0,4.8,69.0,5.75,63.56,13.97,-11.3,20.5,1.0,5.75,63.29,12.6,-5.3,39.1,0.0,POTSDAM
1993,19.0,LOCID000050,20.0,8.0,8.05,88.0,232.0,23.0,627.8,13.0,3.0,129.3,97.7,2.0,46.1,62.6,5.4,40.0,13.42,54.79,11.23,-16.2,18.9,0.0,13.42,47.67,12.88,-9.6,31.3,19.0,POTSDAM
1994,22.0,LOCID000050,0.0,12.0,8.02,55.0,286.0,10.0,717.9,15.0,6.0,270.0,177.7,5.0,45.1,58.6,6.3,42.0,6.85,63.84,17.53,-12.5,21.0,3.0,6.85,58.08,14.25,-5.1,37.5,11.0,POTSDAM
1995,25.0,LOCID000050,0.0,7.0,8.18,97.0,263.0,24.0,580.6,13.0,1.0,81.9,30.5,1.0,30.5,41.6,4.8,58.0,11.23,52.6,15.34,-14.4,19.3,0.0,11.23,52.88,14.79,-9.7,33.6,13.0,POTSDAM
1996,41.0,LOCID000050,14.0,7.0,7.75,134.0,214.0,51.0,413.6,8.0,0.0,64.5,0.0,0.0,19.0,31.3,4.6,30.0,19.73,40.27,6.85,-17.7,18.8,0.0,19.73,34.52,6.58,-10.7,33.4,22.0,POTSDAM
1997,20.0,LOCID000050,0.0,6.0,8.57,97.0,245.0,18.0,460.6,8.0,4.0,112.8,55.5,2.0,30.2,61.2,5.0,62.0,7.95,58.08,16.44,-18.5,19.8,0.0,7.95,56.71,14.52,-12.0,33.7,0.0,POTSDAM
1998,23.0,LOCID000050,0.0,11.0,7.75,67.0,309.0,21.0,568.7,9.0,2.0,85.9,32.3,1.0,32.3,55.2,4.7,27.0,10.41,57.53,18.9,-14.2,20.3,1.0,10.41,51.23,16.16,-5.8,35.9,15.0,POTSDAM
1999,20.0,LOCID000050,6.0,6.0,8.56,76.0,257.0,10.0,380.6,6.0,0.0,19.8,0.0,0.0,19.8,37.1,4.1,54.0,1.37,66.3,17.26,-11.4,19.3,0.0,1.37,66.03,16.44,-3.1,35.2,8.0,POTSDAM
2000,18.0,LOCID000050,0.0,6.0,8.27,52.0,315.0,13.0,511.8,8.0,4.0,147.4,57.2,2.0,30.4,52.4,4.7,46.0,4.93,69.04,19.45,-11.0,20.8,1.0,4.93,67.4,17.81,-2.3,36.6,21.0,POTSDAM
2001,15.0,LOCID000050,0.0,7.0,7.92,93.0,259.0,16.0,598.3,17.0,2.0,65.3,29.0,1.0,29.0,58.1,5.0,37.0,8.49,54.25,14.25,-12.2,19.7,0.0,8.49,51.78,10.96,-4.1,35.4,0.0,POTSDAM
2002,23.0,LOCID000050,6.0,8.0,7.58,67.0,286.0,24.0,700.0,20.0,6.0,328.0,166.0,4.0,55.0,75.0,6.5,58.0,7.95,70.68,25.21,-12.3,20.5,3.0,7.95,60.27,17.53,-7.0,33.8,31.0,POTSDAM
2003,27.0,LOCID000050,6.0,9.0,8.86,93.0,210.0,20.0,419.0,13.0,0.0,47.0,0.0,0.0,16.0,36.0,5.3,71.0,4.66,62.74,18.36,-14.9,21.2,3.0,4.66,65.48,14.52,-6.4,34.9,6.0,POTSDAM
2004,23.0,LOCID000050,0.0,9.0,7.64,77.0,281.0,14.0,534.0,12.0,0.0,80.0,0.0,0.0,17.0,40.0,5.0,34.0,3.56,63.01,16.71,-11.5,19.7,0.0,3.56,57.26,7.95,-7.6,31.8,7.0,POTSDAM
1879,18.0,LOCID000044,-99.9,9.0,-99.9,-99.9,-99.9,-99.9,1069.1,36.0,12.0,186.1,0.0,5.0,44.2,68.4,8.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1880,22.0,LOCID000044,-99.9,6.0,-99.9,-99.9,-99.9,-99.9,1221.1,41.0,15.0,164.1,0.0,8.0,42.3,81.4,8.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1881,15.0,LOCID000044,-99.9,7.0,-99.9,-99.9,-99.9,-99.9,919.4,25.0,10.0,151.1,48.7,4.0,48.7,87.1,7.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1882,22.0,LOCID000044,-99.9,12.0,-99.9,-99.9,-99.9,-99.9,1040.0,37.0,6.0,181.4,50.8,5.0,50.8,83.9,7.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1883,20.0,LOCID000044,-99.9,16.0,-99.9,-99.9,-99.9,-99.9,1040.1,37.0,9.0,222.3,0.0,7.0,43.7,91.6,7.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1884,18.0,LOCID000044,-99.9,9.0,-99.9,-99.9,-99.9,-99.9,1032.0,37.0,13.0,218.0,47.1,9.0,47.1,69.4,7.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1885,20.0,LOCID000044,-99.9,6.0,-99.9,-99.9,-99.9,-99.9,994.1,34.0,7.0,196.6,162.1,4.0,58.0,97.4,7.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1886,19.0,LOCID000044,-99.9,5.0,-99.9,-99.9,-99.9,-99.9,952.9,25.0,10.0,209.9,0.0,7.0,37.3,95.6,7.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1887,18.0,LOCID000044,-99.9,8.0,-99.9,-99.9,-99.9,-99.9,849.7,22.0,9.0,106.3,47.6,3.0,47.6,84.5,6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1888,19.0,LOCID000044,-99.9,14.0,-99.9,-99.9,-99.9,-99.9,1080.5,35.0,10.0,255.7,122.4,6.0,65.4,98.5,7.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1889,14.0,LOCID000044,-99.9,12.0,-99.9,-99.9,-99.9,-99.9,1067.2,30.0,6.0,154.5,0.0,5.0,39.6,89.1,6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1890,21.0,LOCID000044,-99.9,8.0,-99.9,-99.9,-99.9,-99.9,1031.3,35.0,11.0,266.3,96.7,7.0,50.1,137.6,7.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1891,20.0,LOCID000044,-99.9,6.0,-99.9,-99.9,-99.9,-99.9,943.1,29.0,4.0,84.5,57.0,2.0,57.0,107.3,6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
1892,12.0,LOCID000044,-99.9,9.0,-99.9,-99.9,-99.9,-99.9,1164.6,34.0,12.0,355.8,158.9,10.0,58.1,135.5,7.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HOHENPEISSENBERG
