year,cdd,Station,csdi,cwd,DTR,FD,gsl,ID,prcptot,R10mm,R20mm,r95p,r99p,Rnnmm,RX1day,RX5day,sdii,SU,TN10p,TN50p,TN90p,TNn,TNx,TR,TX10p,TX50p,TX90p,TXn,TXx,wsdi,Station_name
1961,22.0,61700004199,6.0,9.0,10.33,111.0,254.0,26.0,899.0,29.0,7.0,164.9,38.4,5.0,38.4,78.3,6.6,39.0,10.74,45.22,8.37,-19.3,15.4,0.0,10.74,59.65,19.42,-12.5,30.4,9.0,
1962,33.0,61700004199,24.0,8.0,9.85,133.0,196.0,41.0,762.3,25.0,8.0,85.5,0.0,3.0,29.4,60.9,6.6,39.0,16.59,32.89,3.99,-22.6,16.7,0.0,16.59,41.57,11.56,-14.5,32.5,9.0,
1963,17.0,61700004199,39.0,6.0,9.21,119.0,235.0,65.0,796.1,30.0,6.0,142.9,42.8,3.0,42.8,56.0,6.8,22.0,17.48,44.59,7.87,-24.5,16.7,0.0,17.48,46.64,6.26,-13.2,31.4,0.0,
1964,19.0,61700004199,0.0,8.0,8.75,110.0,227.0,47.0,922.8,29.0,10.0,260.7,38.7,8.0,38.7,73.6,7.8,42.0,10.19,46.77,10.18,-15.2,17.6,0.0,10.19,43.06,10.5,-6.6,31.8,7.0,
1965,30.0,61700004199,12.0,13.0,8.67,112.0,216.0,37.0,1062.5,32.0,8.0,195.9,0.0,6.0,37.5,69.7,6.7,17.0,11.37,44.29,6.65,-17.1,19.0,0.0,11.37,40.15,6.12,-5.2,32.2,0.0,
1966,14.0,61700004199,6.0,8.0,8.59,96.0,211.0,24.0,1182.0,41.0,10.0,234.7,40.2,4.0,40.2,119.0,7.8,24.0,12.65,55.21,14.99,-19.6,16.5,0.0,12.65,54.64,13.52,-11.4,33.7,0.0,
1967,14.0,61700004199,0.0,6.0,9.46,101.0,245.0,27.0,820.3,25.0,6.0,108.7,0.0,3.0,30.2,73.1,6.5,33.0,11.06,50.24,11.07,-15.5,17.8,0.0,11.06,57.51,15.98,-9.0,33.1,8.0,
1968,32.0,61700004199,0.0,7.0,8.75,124.0,233.0,42.0,836.3,25.0,7.0,164.8,78.4,4.0,39.7,73.0,6.9,27.0,9.63,49.42,9.32,-20.9,17.2,0.0,9.63,43.46,10.31,-9.9,30.0,8.0,
1969,37.0,61700004199,0.0,7.0,9.05,118.0,232.0,43.0,765.4,22.0,4.0,153.9,87.0,4.0,45.3,111.1,6.3,34.0,16.08,43.39,9.48,-18.2,19.0,0.0,16.08,52.62,7.3,-11.2,31.0,0.0,
1970,14.0,61700004199,0.0,9.0,8.39,112.0,245.0,39.0,1009.3,26.0,7.0,172.7,68.4,3.0,68.4,114.1,6.5,38.0,11.2,49.57,9.61,-13.6,17.1,0.0,11.2,44.84,6.74,-7.2,31.3,0.0,
1971,23.0,61700004199,14.0,7.0,9.82,120.0,224.0,30.0,805.0,31.0,7.0,174.3,0.0,4.0,32.6,92.3,7.4,35.0,9.47,47.26,7.97,-20.0,17.0,0.0,9.47,55.88,10.61,-11.4,31.8,0.0,
1972,32.0,61700004199,15.0,7.0,9.25,129.0,218.0,28.0,713.4,23.0,7.0,179.7,0.0,5.0,37.0,98.6,7.2,26.0,10.44,43.29,6.07,-12.2,17.0,0.0,10.44,48.29,7.94,-5.4,34.5,0.0,
1973,36.0,61700004199,6.0,10.0,8.93,139.0,214.0,26.0,785.7,20.0,3.0,110.3,40.2,3.0,40.2,68.1,6.2,35.0,9.62,46.93,7.14,-19.5,16.6,0.0,9.62,45.06,7.15,-10.8,30.5,6.0,
1974,18.0,61700004199,0.0,9.0,8.76,89.0,209.0,1.0,1008.6,30.0,6.0,166.4,53.9,4.0,53.9,83.2,6.8,20.0,13.47,51.58,12.66,-8.3,17.0,0.0,13.47,53.67,12.13,-0.5,33.1,7.0,
1975,23.0,61700004199,0.0,6.0,8.43,108.0,258.0,13.0,905.0,31.0,10.0,272.8,0.0,5.0,35.8,113.6,7.8,28.0,9.47,56.74,9.26,-18.1,18.0,0.0,9.47,52.15,8.43,-7.0,31.3,0.0,
1976,31.0,61700004199,0.0,8.0,8.78,110.0,234.0,36.0,766.3,19.0,10.0,149.2,0.0,2.0,27.1,72.3,6.7,37.0,9.62,48.92,11.62,-19.7,18.3,0.0,9.62,47.61,11.44,-10.5,32.3,0.0,
1977,14.0,61700004199,0.0,5.0,8.42,82.0,284.0,20.0,1024.4,29.0,11.0,322.4,154.7,7.0,62.9,78.3,8.1,19.0,8.12,57.44,15.22,-11.5,15.8,0.0,8.12,51.43,11.4,-4.9,29.9,6.0,
1978,20.0,61700004199,0.0,8.0,8.22,114.0,222.0,40.0,929.7,31.0,5.0,196.0,165.7,4.0,77.2,91.8,7.3,16.0,13.52,46.18,6.37,-15.5,15.7,0.0,13.52,39.47,4.63,-6.6,28.5,0.0,
1979,21.0,61700004199,14.0,6.0,8.55,100.0,214.0,19.0,1168.8,27.0,12.0,418.8,256.0,7.0,101.7,176.1,8.4,29.0,7.01,51.78,11.14,-17.6,16.6,0.0,7.01,45.67,12.46,-10.2,30.9,17.0,
1980,14.0,61700004199,0.0,8.0,8.13,113.0,220.0,33.0,1083.5,36.0,12.0,345.1,133.9,6.0,48.6,93.1,7.7,18.0,14.14,44.81,8.7,-16.6,17.6,0.0,14.14,44.99,7.17,-7.0,32.3,0.0,
1981,17.0,61700004199,0.0,9.0,8.76,109.0,229.0,36.0,1088.5,31.0,12.0,367.7,185.7,9.0,55.2,126.5,7.6,33.0,9.93,54.37,12.2,-15.9,16.9,0.0,9.93,49.39,10.63,-7.2,29.7,0.0,
1982,17.0,61700004199,0.0,6.0,8.78,100.0,245.0,24.0,846.7,29.0,7.0,147.5,0.0,4.0,37.0,71.5,7.2,34.0,3.96,61.06,13.57,-17.8,17.5,0.0,3.96,50.54,9.7,-11.8,30.1,7.0,
1983,39.0,61700004199,0.0,6.0,9.42,100.0,239.0,30.0,912.2,34.0,9.0,160.1,55.8,3.0,55.8,124.1,8.1,49.0,8.33,57.65,16.33,-14.1,19.9,0.0,8.33,60.24,15.98,-5.4,35.8,0.0,
1984,20.0,61700004199,0.0,11.0,8.66,125.0,217.0,21.0,872.8,32.0,6.0,179.6,0.0,4.0,36.6,68.0,7.3,16.0,9.85,41.82,6.21,-15.8,17.6,0.0,9.85,44.54,5.97,-5.3,35.6,0.0,
1985,22.0,61700004199,16.0,6.0,9.27,126.0,208.0,45.0,983.5,30.0,9.0,173.4,38.8,4.0,38.8,71.0,7.5,39.0,13.88,45.59,11.34,-24.8,18.9,0.0,13.88,47.55,10.3,-17.7,31.5,0.0,
1986,19.0,61700004199,0.0,12.0,9.08,111.0,245.0,37.0,870.5,31.0,5.0,75.9,0.0,2.0,26.4,55.0,6.8,42.0,12.0,51.58,12.9,-19.2,18.0,0.0,12.0,53.38,12.87,-10.6,30.8,0.0,
1987,12.0,61700004199,7.0,6.0,8.21,106.0,232.0,39.0,1153.2,39.0,11.0,309.2,96.2,6.0,56.9,77.9,7.7,33.0,12.8,50.99,15.47,-24.2,18.2,0.0,12.8,43.8,10.81,-15.9,30.1,8.0,
1988,15.0,61700004199,0.0,9.0,8.62,91.0,210.0,8.0,1100.2,28.0,10.0,333.1,128.7,9.0,45.2,76.6,7.3,30.0,4.23,63.57,12.34,-11.3,18.8,0.0,4.23,58.4,8.99,-5.2,34.0,0.0,
1989,31.0,61700004199,0.0,7.0,9.06,89.0,261.0,14.0,1027.6,34.0,10.0,291.2,127.7,7.0,78.5,141.6,8.8,27.0,6.26,56.54,15.58,-13.2,17.3,0.0,6.26,56.7,14.7,-3.0,32.4,19.0,
1990,12.0,61700004199,0.0,9.0,9.85,81.0,258.0,16.0,1104.1,46.0,10.0,186.6,45.0,3.0,45.0,77.5,8.4,31.0,3.47,54.05,12.21,-15.0,16.5,0.0,3.47,59.09,16.64,-4.1,31.5,10.0,
1991,15.0,61700004199,7.0,7.0,8.84,108.0,235.0,32.0,965.9,26.0,9.0,315.8,226.6,7.0,73.8,118.3,7.7,39.0,10.41,52.88,13.42,-16.5,17.5,0.0,10.41,49.86,9.04,-9.0,32.5,0.0,
1992,14.0,61700004199,0.0,9.0,8.6,79.0,283.0,19.0,916.1,32.0,7.0,138.1,0.0,1.0,25.3,50.9,7.2,49.0,3.56,72.6,21.92,-11.7,19.3,0.0,3.56,63.29,16.99,-5.7,35.4,0.0,
1993,17.0,61700004199,0.0,11.0,8.32,86.0,288.0,34.0,984.7,29.0,10.0,227.0,0.0,5.0,34.8,70.4,6.6,40.0,12.33,61.92,19.18,-13.1,17.0,0.0,12.33,52.05,20.55,-7.5,31.0,34.0,
1994,14.0,61700004199,8.0,9.0,8.96,61.0,278.0,12.0,946.5,24.0,7.0,174.7,46.7,3.0,46.7,71.8,6.1,55.0,4.38,70.96,29.59,-12.8,18.5,0.0,4.38,68.22,20.0,-3.8,35.2,6.0,
1995,12.0,61700004199,0.0,8.0,8.63,101.0,264.0,28.0,1014.6,24.0,10.0,276.1,124.2,6.0,79.5,118.6,7.4,39.0,9.59,56.16,16.44,-16.4,18.4,0.0,9.59,53.97,13.97,-7.6,34.3,0.0,
1996,18.0,61700004199,0.0,8.0,8.45,126.0,238.0,52.0,833.2,24.0,6.0,109.6,0.0,2.0,33.5,76.2,6.8,30.0,14.25,39.73,8.77,-19.4,17.0,0.0,14.25,41.37,8.49,-11.5,31.5,6.0,
1997,23.0,61700004199,6.0,8.0,8.87,92.0,246.0,19.0,781.9,21.0,6.0,122.5,42.1,4.0,42.1,83.4,6.4,37.0,5.75,59.45,15.34,-13.7,17.6,0.0,5.75,58.08,13.42,-9.4,28.6,0.0,
1998,16.0,61700004199,0.0,10.0,8.67,85.0,275.0,25.0,935.5,34.0,8.0,169.4,0.0,4.0,35.0,81.2,6.7,42.0,6.85,66.3,23.84,-12.5,20.0,0.0,6.85,54.52,18.08,-6.3,34.8,25.0,
1999,-99.9,61700004199,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
1901,19.0,61700003218,20.0,5.0,8.38,93.0,230.0,29.0,442.5,11.0,5.0,144.0,0.0,1.0,25.8,48.7,5.0,49.0,8.77,48.49,6.03,-19.9,19.1,0.0,8.77,52.05,9.59,-8.7,31.8,0.0,
1902,24.0,61700003218,18.0,5.0,7.89,81.0,317.0,25.0,429.2,7.0,1.0,50.5,34.8,1.0,34.8,51.9,4.2,29.0,13.42,37.26,6.58,-18.1,18.4,0.0,13.42,39.73,7.4,-10.0,32.0,8.0,
1903,15.0,61700003218,0.0,4.0,8.08,48.0,318.0,15.0,347.3,8.0,1.0,60.7,0.0,1.0,25.1,44.4,4.3,41.0,3.84,52.33,8.77,-12.4,18.3,0.0,3.84,57.53,12.33,-6.5,33.4,25.0,
1904,28.0,61700003218,0.0,3.0,8.11,60.0,241.0,17.0,346.4,6.0,2.0,88.0,30.7,1.0,30.7,41.3,4.1,47.0,4.11,51.78,7.67,-8.3,19.8,0.0,4.11,58.9,9.32,-3.2,36.7,0.0,
1905,15.0,61700003218,0.0,6.0,7.58,73.0,221.0,12.0,614.2,14.0,4.0,206.1,131.9,3.0,66.1,70.0,6.0,54.0,11.23,50.41,9.86,-13.7,21.7,2.0,11.23,52.33,8.49,-8.0,35.5,0.0,
1906,17.0,61700003218,7.0,7.0,8.21,70.0,246.0,19.0,581.6,17.0,4.0,150.5,38.5,1.0,38.5,48.5,5.6,44.0,8.49,52.6,7.12,-12.2,19.6,0.0,8.49,59.18,14.25,-8.1,32.9,6.0,
1907,24.0,61700003218,6.0,5.0,7.71,80.0,222.0,24.0,524.3,13.0,6.0,199.9,35.1,1.0,35.1,67.9,5.8,20.0,12.05,45.48,5.48,-17.9,17.4,0.0,12.05,47.67,7.95,-12.6,31.4,0.0,
1908,41.0,61700003218,16.0,4.0,8.0,89.0,179.0,22.0,570.5,12.0,4.0,296.1,172.2,3.0,87.3,103.1,7.0,37.0,13.42,42.19,4.66,-15.6,19.4,0.0,13.42,50.41,8.22,-12.6,35.2,0.0,
1909,24.0,61700003218,0.0,5.0,7.85,98.0,231.0,27.0,428.8,8.0,3.0,92.6,27.6,2.0,27.6,38.9,4.8,18.0,8.49,40.82,2.74,-13.2,18.9,0.0,8.49,41.1,6.85,-6.8,32.3,0.0,
1910,38.0,61700003218,0.0,4.0,7.89,60.0,271.0,4.0,486.4,10.0,4.0,154.9,116.8,3.0,54.6,78.1,5.3,23.0,4.93,46.58,6.03,-7.3,16.8,0.0,4.93,51.51,9.86,-1.5,31.0,8.0,
1911,24.0,61700003218,0.0,5.0,8.55,57.0,240.0,7.0,239.1,3.0,0.0,15.1,0.0,0.0,15.1,21.0,3.2,56.0,3.01,58.36,10.96,-8.1,19.8,0.0,3.01,62.47,14.52,-2.5,36.3,13.0,
1912,32.0,61700003218,17.0,4.0,7.67,52.0,258.0,16.0,461.1,10.0,1.0,74.8,27.0,1.0,27.0,34.8,4.7,26.0,15.07,47.95,9.86,-17.7,17.2,0.0,15.07,50.68,10.14,-10.9,32.7,0.0,
1913,23.0,61700003218,6.0,5.0,8.07,57.0,281.0,10.0,363.1,8.0,0.0,50.7,0.0,0.0,19.6,26.5,4.3,29.0,8.49,50.41,11.51,-9.9,17.3,0.0,8.49,56.99,10.41,-4.0,30.0,13.0,
1914,22.0,61700003218,0.0,6.0,7.77,47.0,280.0,17.0,497.2,14.0,3.0,123.1,67.8,2.0,39.8,86.8,5.3,38.0,9.32,55.07,8.22,-13.1,17.9,0.0,9.32,57.26,12.05,-6.9,31.7,0.0,
1915,27.0,61700003218,6.0,5.0,7.87,77.0,206.0,17.0,483.4,12.0,2.0,113.5,0.0,0.0,21.5,43.8,4.7,32.0,14.52,40.82,5.75,-11.4,19.8,0.0,14.52,47.4,9.59,-5.5,34.2,0.0,
1916,18.0,61700003218,0.0,6.0,7.68,52.0,291.0,8.0,554.6,10.0,2.0,198.7,105.8,2.0,105.8,132.7,5.4,20.0,7.95,51.51,7.12,-8.4,17.5,0.0,7.95,54.52,10.14,-1.7,29.9,0.0,
1917,21.0,61700003218,22.0,7.0,8.14,99.0,242.0,43.0,392.4,11.0,1.0,24.1,0.0,0.0,24.1,40.9,4.5,63.0,13.7,44.38,7.4,-22.9,19.5,0.0,13.7,45.48,11.78,-10.5,33.8,6.0,
1918,22.0,61700003218,6.0,6.0,7.98,68.0,298.0,9.0,511.9,15.0,1.0,139.0,0.0,0.0,22.4,40.3,4.7,27.0,6.03,49.04,12.88,-10.0,19.5,0.0,6.03,52.6,14.52,-3.0,33.8,17.0,
1919,28.0,61700003218,8.0,6.0,7.67,89.0,248.0,32.0,459.9,11.0,3.0,108.6,48.2,1.0,48.2,57.4,4.8,37.0,22.74,38.36,7.67,-12.6,18.5,0.0,22.74,42.47,10.14,-7.0,33.6,6.0,
1920,44.0,61700003218,10.0,3.0,8.25,78.0,232.0,15.0,434.1,10.0,2.0,98.5,0.0,0.0,23.4,27.2,5.0,31.0,9.32,50.96,13.15,-11.5,19.5,0.0,9.32,55.62,13.42,-6.2,33.4,7.0,
1921,30.0,61700003218,12.0,4.0,8.81,58.0,310.0,17.0,456.3,16.0,4.0,154.7,57.5,3.0,29.3,48.0,6.4,47.0,9.04,52.6,13.15,-10.7,20.8,1.0,9.04,60.55,20.0,-5.6,35.2,19.0,
1922,15.0,61700003218,33.0,6.0,7.91,83.0,237.0,28.0,532.0,14.0,3.0,144.9,40.6,1.0,40.6,40.6,4.8,26.0,17.53,36.71,7.67,-16.4,20.3,1.0,17.53,40.55,7.67,-9.7,35.4,6.0,
1923,16.0,61700003218,0.0,6.0,7.64,64.0,244.0,21.0,559.7,16.0,2.0,197.7,0.0,1.0,25.5,44.4,5.0,30.0,13.7,44.93,7.12,-16.5,19.9,0.0,13.7,45.75,9.04,-9.4,35.1,0.0,
1924,23.0,61700003218,0.0,6.0,8.1,105.0,228.0,28.0,537.3,10.0,5.0,188.7,77.8,2.0,77.8,119.1,5.8,30.0,7.12,40.0,5.75,-15.0,17.8,0.0,7.12,45.75,6.3,-7.8,32.7,0.0,
1925,15.0,61700003218,8.0,5.0,8.09,62.0,274.0,11.0,428.3,9.0,0.0,30.8,0.0,0.0,16.0,31.6,4.3,34.0,9.86,52.05,5.48,-13.3,18.6,0.0,9.86,53.97,12.6,-6.3,35.3,9.0,
1926,12.0,61700003218,0.0,5.0,7.76,45.0,242.0,18.0,628.0,18.0,1.0,145.5,0.0,0.0,23.0,55.1,4.9,29.0,6.85,52.6,11.51,-12.2,17.3,0.0,6.85,55.07,12.05,-8.0,32.0,6.0,
1927,14.0,61700003218,0.0,5.0,7.73,69.0,260.0,23.0,573.6,14.0,3.0,126.8,43.7,2.0,43.7,56.0,5.1,34.0,9.32,45.48,8.77,-22.5,18.5,0.0,9.32,49.59,8.49,-8.7,31.6,7.0,
1928,24.0,61700003218,14.0,5.0,8.47,71.0,255.0,13.0,422.2,8.0,1.0,46.4,30.6,1.0,30.6,37.5,4.6,37.0,11.51,45.21,8.22,-10.7,21.0,1.0,11.51,57.53,11.51,-4.5,34.5,0.0,
1929,15.0,61700003218,31.0,5.0,8.91,88.0,273.0,52.0,366.6,8.0,0.0,49.4,0.0,0.0,17.7,25.6,4.5,51.0,15.34,44.66,9.04,-27.1,20.5,1.0,15.34,50.96,13.97,-18.5,34.2,16.0,
1930,24.0,61700003218,0.0,7.0,8.07,70.0,253.0,7.0,454.2,9.0,2.0,68.3,32.7,1.0,32.7,42.2,4.8,36.0,3.56,52.33,7.12,-7.3,17.5,0.0,3.56,53.97,12.6,-1.7,34.0,6.0,
1931,16.0,61700003218,7.0,4.0,7.97,99.0,186.0,23.0,493.3,9.0,4.0,141.6,28.3,1.0,28.3,40.5,4.7,33.0,9.59,43.84,5.48,-14.0,19.0,0.0,9.59,45.48,6.58,-6.1,33.0,6.0,
1932,24.0,61700003218,6.0,8.0,8.27,90.0,229.0,12.0,484.5,11.0,3.0,149.4,100.3,3.0,46.3,94.9,5.5,47.0,5.48,47.12,11.23,-15.5,19.8,0.0,5.48,52.88,12.6,-9.1,36.0,0.0,
1933,25.0,61700003218,21.0,5.0,8.79,88.0,250.0,39.0,370.4,6.0,0.0,15.4,0.0,0.0,15.4,32.9,4.0,36.0,8.22,40.55,4.38,-19.1,19.5,0.0,8.22,52.05,10.14,-11.0,34.5,6.0,
1934,27.0,61700003218,0.0,6.0,8.72,38.0,285.0,4.0,391.7,12.0,3.0,137.5,0.0,1.0,25.1,36.3,5.4,65.0,3.29,64.38,13.15,-12.5,18.4,0.0,3.29,72.05,19.45,-3.9,32.8,15.0,
1935,21.0,61700003218,7.0,7.0,8.41,66.0,279.0,21.0,421.4,10.0,3.0,117.5,38.8,1.0,38.8,53.9,5.0,43.0,6.3,51.51,7.95,-11.5,21.7,1.0,6.3,58.63,11.23,-7.0,34.7,8.0,
1936,14.0,61700003218,8.0,5.0,7.75,60.0,201.0,6.0,453.5,11.0,0.0,48.6,0.0,0.0,18.1,32.2,4.8,28.0,7.12,56.44,8.22,-12.6,18.6,0.0,7.12,57.81,8.77,-3.8,34.4,7.0,
1937,14.0,61700003218,6.0,3.0,7.89,76.0,223.0,19.0,510.6,10.0,4.0,168.0,27.6,2.0,27.6,50.5,4.6,43.0,4.66,53.7,6.3,-13.2,18.3,0.0,4.66,54.79,8.22,-8.0,35.0,0.0,
1938,16.0,61700003218,0.0,6.0,8.15,56.0,284.0,20.0,455.1,14.0,1.0,57.6,0.0,1.0,25.4,50.2,4.9,47.0,8.77,53.97,11.51,-16.1,18.9,0.0,8.77,55.62,15.34,-12.4,32.5,16.0,
1939,13.0,61700003218,8.0,6.0,7.6,73.0,284.0,16.0,738.5,17.0,7.0,263.0,124.4,6.0,35.6,72.5,5.8,41.0,11.78,49.59,10.41,-12.0,17.9,0.0,11.78,49.04,10.96,-6.1,31.9,9.0,
1940,17.0,61700003218,46.0,8.0,8.57,114.0,221.0,60.0,498.1,12.0,3.0,131.1,32.3,2.0,32.3,55.4,5.0,31.0,23.29,35.62,3.29,-23.0,16.7,0.0,23.29,40.0,6.85,-17.3,29.0,0.0,
1941,23.0,61700003218,12.0,7.0,7.65,106.0,198.0,30.0,686.6,15.0,2.0,125.9,55.3,1.0,55.3,70.4,5.6,25.0,16.99,36.99,5.75,-15.1,18.7,0.0,16.99,38.36,5.48,-9.4,31.1,0.0,
1942,32.0,61700003218,20.0,5.0,7.85,96.0,219.0,46.0,457.6,12.0,2.0,175.7,0.0,0.0,21.0,44.1,5.4,35.0,13.7,42.19,7.95,-22.4,18.2,0.0,13.7,46.03,9.32,-14.6,32.7,10.0,
1943,38.0,61700003218,7.0,7.0,8.79,70.0,240.0,14.0,558.9,10.0,4.0,283.8,195.3,3.0,132.5,132.5,6.3,35.0,2.19,46.85,7.12,-15.0,19.2,0.0,2.19,57.26,15.89,-6.8,36.8,6.0,
1944,25.0,61700003218,0.0,6.0,7.97,71.0,216.0,19.0,528.9,13.0,3.0,111.5,30.0,1.0,30.0,59.7,4.7,43.0,8.77,46.03,8.22,-11.7,19.6,0.0,8.77,50.14,9.86,-7.3,33.3,10.0,
1945,14.0,61700003218,8.0,5.0,8.12,58.0,244.0,22.0,563.8,13.0,3.0,147.9,36.3,2.0,36.3,73.9,5.1,36.0,6.03,52.88,8.22,-11.5,18.3,0.0,6.03,53.97,10.41,-6.6,33.4,0.0,
1946,15.0,61700003218,17.0,6.0,7.82,80.0,277.0,25.0,542.4,13.0,2.0,158.7,108.5,2.0,76.2,99.9,5.3,34.0,10.96,52.6,9.04,-16.3,19.9,0.0,10.96,49.59,10.96,-9.8,34.0,0.0,
1947,19.0,61700003218,33.0,8.0,8.94,95.0,218.0,56.0,371.1,6.0,1.0,28.0,28.0,1.0,28.0,32.4,4.0,72.0,13.42,50.68,13.7,-19.8,20.9,2.0,13.42,57.81,18.63,-12.5,37.5,27.0,
1948,21.0,61700003218,0.0,6.0,8.48,62.0,325.0,12.0,528.1,13.0,5.0,194.6,97.6,3.0,43.0,71.9,5.5,39.0,6.85,53.97,13.7,-13.4,18.6,0.0,6.85,62.47,18.63,-7.6,34.0,37.0,
1949,45.0,61700003218,8.0,4.0,8.6,62.0,255.0,7.0,376.7,7.0,1.0,61.2,26.7,1.0,26.7,41.1,5.1,50.0,6.03,60.55,13.15,-11.8,19.0,0.0,6.03,65.75,19.45,-2.2,34.9,21.0,
1950,14.0,61700003218,9.0,7.0,7.79,68.0,249.0,25.0,567.9,14.0,3.0,179.0,113.3,3.0,55.2,57.7,5.7,45.0,6.03,55.07,12.88,-16.1,20.6,1.0,6.03,54.25,13.15,-10.5,33.3,9.0,
1951,22.0,61700003218,7.0,5.0,8.12,48.0,272.0,3.0,477.9,11.0,6.0,184.2,63.9,2.0,36.2,43.5,5.4,40.0,3.56,60.0,7.67,-11.3,18.4,0.0,3.56,64.11,7.4,-1.4,33.5,0.0,
1952,15.0,61700003218,0.0,4.0,7.29,86.0,217.0,11.0,611.4,15.0,3.0,225.6,91.9,2.0,52.9,66.9,6.0,41.0,12.88,47.12,11.78,-8.6,20.4,2.0,12.88,41.64,9.04,-3.0,36.2,15.0,
1953,28.0,61700003218,0.0,6.0,8.38,60.0,297.0,11.0,480.6,11.0,1.0,134.3,39.1,1.0,39.1,68.1,5.6,46.0,3.84,54.52,14.25,-13.3,18.2,0.0,3.84,62.74,16.99,-7.4,33.4,20.0,
1954,25.0,61700003218,17.0,6.0,7.7,69.0,238.0,35.0,634.3,13.0,4.0,214.3,133.3,4.0,40.0,79.6,5.8,24.0,10.14,51.23,9.04,-19.0,20.4,1.0,10.14,50.68,9.32,-12.7,34.0,0.0,
1955,18.0,61700003218,6.0,5.0,7.6,91.0,238.0,25.0,600.8,14.0,5.0,183.9,56.7,3.0,28.4,57.0,5.3,30.0,10.14,44.93,8.77,-15.5,19.2,0.0,10.14,45.48,6.58,-9.2,30.7,0.0,
1956,20.0,61700003218,23.0,8.0,7.24,77.0,243.0,40.0,604.8,15.0,3.0,229.6,125.8,3.0,68.1,95.1,5.7,21.0,17.53,45.21,7.67,-21.4,17.7,0.0,17.53,43.84,6.03,-17.6,30.7,0.0,
1957,18.0,61700003218,0.0,4.0,7.45,50.0,285.0,10.0,506.6,15.0,2.0,88.0,33.2,1.0,33.2,52.4,5.0,33.0,8.22,57.26,15.34,-13.8,22.0,3.0,8.22,56.44,12.88,-8.4,36.8,6.0,
1958,22.0,61700003218,7.0,7.0,7.0,73.0,284.0,9.0,554.7,15.0,3.0,182.8,65.2,2.0,34.1,42.5,5.4,37.0,7.67,59.73,10.68,-10.0,18.9,0.0,7.67,52.05,9.32,-5.7,33.2,8.0,
1959,33.0,61700003218,7.0,4.0,9.14,58.0,271.0,15.0,357.8,8.0,4.0,140.2,34.9,1.0,34.9,46.4,5.0,55.0,2.19,55.07,13.42,-10.5,19.9,0.0,2.19,67.12,17.81,-4.5,37.9,14.0,
1960,23.0,61700003218,0.0,4.0,7.68,62.0,342.0,17.0,484.5,9.0,1.0,89.2,0.0,0.0,22.1,38.2,4.4,31.0,6.85,54.52,9.32,-15.0,19.4,0.0,6.85,56.16,9.59,-9.0,32.1,0.0,
1961,23.0,61700003218,0.0,6.0,8.0,45.0,285.0,20.0,507.3,9.0,2.0,114.5,39.0,1.0,39.0,54.6,4.9,42.0,9.48,62.47,14.27,-14.5,18.9,0.0,9.48,59.29,20.71,-8.6,33.1,7.0,
1962,34.0,61700003218,6.0,6.0,7.28,80.0,298.0,25.0,333.3,3.0,0.0,34.2,0.0,0.0,18.3,31.1,3.5,30.0,13.1,43.7,8.24,-16.0,18.8,0.0,13.1,40.78,10.0,-9.3,30.9,0.0,
1963,26.0,61700003218,12.0,7.0,7.77,97.0,270.0,63.0,372.0,9.0,3.0,70.9,0.0,0.0,24.9,36.0,4.5,45.0,15.89,51.28,11.98,-19.0,22.0,3.0,15.89,48.63,9.53,-13.0,35.2,0.0,
1964,30.0,61700003218,0.0,4.0,7.78,75.0,209.0,31.0,375.8,6.0,1.0,106.8,57.6,1.0,57.6,66.5,4.3,58.0,8.69,49.66,15.95,-13.8,22.2,2.0,8.69,48.81,13.99,-6.4,34.8,0.0,
1965,15.0,61700003218,7.0,5.0,7.16,70.0,243.0,20.0,513.5,10.0,3.0,108.9,32.5,1.0,32.5,47.1,4.7,22.0,8.52,49.15,4.02,-14.0,18.4,0.0,8.52,45.94,5.56,-4.9,31.4,0.0,
1966,17.0,61700003218,0.0,6.0,7.11,58.0,274.0,24.0,578.7,16.0,2.0,95.9,0.0,0.0,22.1,50.6,5.1,36.0,9.88,57.39,16.33,-14.2,19.2,0.0,9.88,50.26,14.42,-9.5,35.8,10.0,
1967,22.0,61700003218,0.0,6.0,7.88,52.0,293.0,11.0,484.6,9.0,2.0,129.0,97.5,2.0,63.3,70.6,5.2,34.0,6.07,57.69,12.45,-10.9,18.9,0.0,6.07,62.02,11.17,-8.3,32.2,7.0,
1968,23.0,61700003218,6.0,4.0,7.96,90.0,241.0,33.0,474.5,13.0,2.0,95.4,26.4,1.0,26.4,50.6,5.3,40.0,8.17,48.39,7.09,-14.4,18.3,0.0,8.17,46.73,8.56,-8.8,31.1,7.0,
1969,31.0,61700003218,0.0,5.0,8.03,118.0,233.0,46.0,418.9,10.0,1.0,61.5,28.2,1.0,28.2,52.5,4.9,44.0,17.45,42.26,7.71,-21.7,20.3,1.0,17.45,48.49,9.78,-16.1,33.6,8.0,
